Sport,Rotation,Away,AwayScore,Home,HomeScore,Status
NFL,305,Chicago (+4),17,Minnesota (-4),38,Final Preview Lines Recap Box (O/U 44)
NFL,307,Atlanta (+2.5),23,Jacksonville (-2.5),17,Final Preview Lines Recap Box (O/U 48)
NFL,309,Houston (+1.5),16,Indianapolis (-1.5),10,Final Preview Lines Recap Box (O/U 41.5)
NFL,311,Kansas City (-7),34,Baltimore (+7),14,Final Preview Lines Recap Box (O/U 41)
NFL,313,Buffalo (-2),25,Washington (+2),35,Final Preview Lines Recap Box (O/U 45.5)
NFL,315,Tennessee (+14),16,New England (-14),33,Final Preview Lines Recap Box (O/U 48)
NFL,317,Arizona (-4),40,Philadelphia (+4),17,Final Preview Lines Recap Box (O/U 51)
NFL,319,Carolina (-5),38,Ny Giants (+5),35,Final Preview Lines Recap Box (O/U 46)
NFL,321,Cleveland (+14),13,Seattle (-14),30,Final Preview Lines Recap Box (O/U 45.5)
NFL,323,Green Bay (-4),30,Oakland (+4),20,Final Preview Lines Recap Box (O/U 47)
NFL,325,Miami (+1.5),14,San Diego (-1.5),30,Final Preview Lines Recap Box (O/U 47)
NFL,327,Denver (+7),27,Pittsburgh (-7),34,Final Preview Lines Recap Box (O/U 45.5)
NFL,329,Cincinnati (-6.5),24,San Francisco (+6.5),14,Final Preview Lines Recap Box (O/U 41)
