Sport,Rotation,Away,AwayScore,Home,HomeScore,Status
NFL,251,New Orleans (+3),6,Houston (-3),24,Final Preview Lines Recap Box (O/U 50)
NFL,253,Minnesota (+2),20,Atlanta (-2),10,Final Preview Lines Recap Box (O/U 45)
NFL,255,St Louis (+9.5),7,Cincinnati (-9.5),31,Final Preview Lines Recap Box (O/U 42)
NFL,257,Tampa Bay (+3),12,Indianapolis (-3),25,Final Preview Lines Recap Box (O/U 46.5)
NFL,259,Ny Giants (-1),14,Washington (+1),20,Final Preview Lines Recap Box (O/U 47.5)
NFL,261,Oakland (-1),24,Tennessee (+1),21,Final Preview Lines Recap Box (O/U 44.5)
NFL,263,Buffalo (+4),22,Kansas City (-4),30,Final Preview Lines Recap Box (O/U 40.5)
NFL,265,Miami (+4),20,Ny Jets (-4),38,Final Preview Lines Recap Box (O/U 43.5)
NFL,267,San Diego (+5),31,Jacksonville (-5),25,Final Preview Lines Recap Box (O/U 47)
NFL,269,Arizona (-8),19,San Francisco (+8),13,Final Preview Lines Recap Box (O/U 45)
NFL,271,Pittsburgh (+3),30,Seattle (-3),39,Final Preview Lines Recap Box (O/U 46.5)
NFL,10001,New England (-2.5),24,Denver (+2.5),30,Final OT Preview Lines Recap Box (O/U 43)
