Sport,Rotation,Away,AwayScore,Home,HomeScore,Status
NFL,463,Green Bay (-6),31,Chicago (+6),23,Final Preview Lines Recap Box (O/U 48)
NFL,465,Kansas City (-1),27,Houston (+1),20,Final Preview Lines Recap Box (O/U 40.5)
NFL,467,Cleveland (+3.5),10,Ny Jets (-3.5),31,Final Preview Lines Recap Box (O/U 39.5)
NFL,469,Indianapolis (-1),14,Buffalo (+1),27,Final Preview Lines Recap Box (O/U 44.5)
NFL,471,Miami (-4),17,Washington (+4),10,Final Preview Lines Recap Box (O/U 45.5)
NFL,473,Carolina (-3),20,Jacksonville (+3),9,Final Preview Lines Recap Box (O/U 40.5)
NFL,475,Seattle (-3.5),31,St Louis (+3.5),34,Final OT Preview Lines Recap Box (O/U 41)
NFL,477,New Orleans (+2),19,Arizona (-2),31,Final Preview Lines Recap Box (O/U 48.5)
NFL,479,Detroit (+3.5),28,San Diego (-3.5),33,Final Preview Lines Recap Box (O/U 45)
NFL,481,Tennessee (+3),42,Tampa Bay (-3),14,Final Preview Lines Recap Box (O/U 40.5)
NFL,483,Cincinnati (-3),33,Oakland (+3),13,Final Preview Lines Recap Box (O/U 43)
NFL,485,Baltimore (+4.5),13,Denver (-4.5),19,Final Preview Lines Recap Box (O/U 46)
NFL,487,Ny Giants (+7),26,Dallas (-7),27,Final Preview Lines Recap Box (O/U 52)
