Sport,Rotation,Away,AwayScore,Home,HomeScore,Status
NFL,461,Pittsburgh (+1),12,St Louis (-1),6,Final Preview Lines Recap Box (O/U 48.5)
NFL,463,San Diego (+2),14,Minnesota (-2),31,Final Preview Lines Recap Box (O/U 45.5)
NFL,465,Tampa Bay (+6),9,Houston (-6),19,Final Preview Lines Recap Box (O/U 40.5)
NFL,467,Philadelphia (+3),24,Ny Jets (-3),17,Final Preview Lines Recap Box (O/U 46.5)
NFL,469,New Orleans (+9.5),22,Carolina (-9.5),27,Final Preview Lines Recap Box (O/U 42.5)
NFL,471,Jacksonville (+14),17,New England (-14),51,Final Preview Lines Recap Box (O/U 49)
NFL,473,Cincinnati (+1.5),28,Baltimore (-1.5),24,Final Preview Lines Recap Box (O/U 45)
NFL,475,Oakland (+3.5),27,Cleveland (-3.5),20,Final Preview Lines Recap Box (O/U 44)
NFL,477,Indianapolis (-3.5),35,Tennessee (+3.5),33,Final Preview Lines Recap Box (O/U 46)
NFL,479,Atlanta (+1),39,Dallas (-1),28,Final Preview Lines Recap Box (O/U 44)
NFL,481,San Francisco (+6.5),7,Arizona (-6.5),47,Final Preview Lines Recap Box (O/U 45)
NFL,483,Chicago (+15),0,Seattle (-15),26,Final Preview Lines Recap Box (O/U 43.5)
NFL,485,Buffalo (+2),41,Miami (-2),14,Final Preview Lines Recap Box (O/U 44)
NFL,487,Denver (-3),24,Detroit (+3),12,Final Preview Lines Recap Box (O/U 44.5)
