Sport,Rotation,Away,AwayScore,Home,HomeScore,Status
NFL,251,Ny Jets (-2.5),27,Miami (+2.5),14,Final Preview Lines Recap Box (O/U 42.5)
NFL,253,Jacksonville (+3.5),13,Indianapolis (-3.5),16,Final OT Preview Lines Recap Box (O/U 43)
NFL,255,Houston (+4),21,Atlanta (-4),48,Final Preview Lines Recap Box (O/U 47.5)
NFL,257,Carolina (-3),37,Tampa Bay (+3),23,Final Preview Lines Recap Box (O/U 40.5)
NFL,259,Ny Giants (+6),24,Buffalo (-6),10,Final Preview Lines Recap Box (O/U 46)
NFL,261,Oakland (-3.5),20,Chicago (+3.5),22,Final Preview Lines Recap Box (O/U 44)
NFL,263,Philadelphia (-3),20,Washington (+3),23,Final Preview Lines Recap Box (O/U 45.5)
NFL,265,Kansas City (+3.5),21,Cincinnati (-3.5),36,Final Preview Lines Recap Box (O/U 45)
NFL,267,Cleveland (+5),27,San Diego (-5),30,Final Preview Lines Recap Box (O/U 44.5)
NFL,269,Green Bay (-7.5),17,San Francisco (+7.5),3,Final Preview Lines Recap Box (O/U 48)
NFL,271,Minnesota (+6.5),20,Denver (-6.5),23,Final Preview Lines Recap Box (O/U 43)
NFL,273,St Louis (+7),24,Arizona (-7),22,Final Preview Lines Recap Box (O/U 43.5)
NFL,275,Dallas (+4),20,New Orleans (-4),26,Final OT Preview Lines Recap Box (O/U 46.5)
