Sport,Rotation,Away,AwayScore,Home,HomeScore,Status
NCAAB,715,Oklahoma St (+14),50,Iowa St (-14),58,Final Preview Lines Recap Box (O/U 146)
NCAAB,717,Syracuse (+13),70,North Carolina (-13),75,Final Preview Lines Recap Box (O/U 146.5)
NCAAB,719,Kansas (-3.5),86,Texas (+3.5),56,Final Preview Lines Recap Box (O/U 143)
NCAAB,721,Tennessee Chat (-12.5),67,Vmi (+12.5),65,Final Lines Recap Box (O/U 144)
NCAAB,723,Alabama St (+10),86,Texas Southern (-10),96,Final Lines Recap Box (O/U 143.5)
NCAAB,998,Alabama A&M,65,Prairie View,85,Final Lines Recap Box
NCAAB,998,Ark Pine Bluff,56,Jackson St,67,Final Lines Recap Box
NCAAB,998,Delaware St,65,Hampton,79,Final Lines Recap Box
NCAAB,998,Howard,66,Norfolk St,84,Final Lines Recap Box
NCAAB,998,Mcneese St,77,Lamar,74,Final Lines Recap Box
NCAAB,998,Miss Valley St,58,Grambling,57,Final Lines Recap Box
NCAAB,998,New Orleans,76,Nicholls St,80,Final Lines Recap Box
NCAAB,998,No Carolina A&T,55,Bethune Cookman,62,Final Lines Recap Box
NCAAB,998,Northwestern St,82,Se Louisiana,84,Final Lines Recap Box
NCAAB,998,Sam Houston,83,Central Arkansas,73,Final Lines Recap Box
NCAAB,998,Savannah St,44,Nc Central,61,Final Lines Recap Box
NCAAB,998,Stephen Austin,84,Incarnate Word,58,Final Lines Recap Box
