Sport,Rotation,Away,AwayScore,Home,HomeScore,Status
NCAAB,507,Samford (+4),57,Furman (-4),77,Final Lines Recap Box
NCAAB,509,Vmi (+11.5),51,E Tennessee St (-11.5),88,Final Lines Recap Box
NCAAB,511,Nc Greensboro (+5),77,Westrn Carolina (-5),83,Final OT Lines Recap Box
NCAAB,513,Monmouth (-5),86,Fairfield (+5),74,Final Lines Recap Box
NCAAB,515,Tennessee Chat (-3),77,Wofford (+3),68,Final Lines Recap Box
NCAAB,517,Bucknell (-1.5),82,Lehigh (+1.5),76,Final Lines Recap Box (O/U 153)
NCAAB,998,Ark Pine Bluff,59,Alabama St,55,Final Lines Recap Box
NCAAB,998,Bethune Cookman,72,Norfolk St,70,Final Lines Recap Box
NCAAB,998,Cs-Bakersfield,67,Chicago St,56,Final Lines Recap Box
NCAAB,998,Ferrum,63,Winthrop,81,Final Lines Recap Box
NCAAB,998,Florida A&M,65,Hampton,71,Final OT Lines Recap Box
NCAAB,998,Grambling,53,Alcorn St,69,Final Lines Recap Box
NCAAB,998,Incarnate Word,71,New Orleans,68,Final Lines Recap Box
NCAAB,998,Jackson St,66,Southern,74,Final Lines Recap Box
NCAAB,998,Miss Valley St,79,Alabama A&M,73,Final Lines Recap Box
NCAAB,998,Morgan St,65,Md Eastrn Shore,69,Final Lines Recap Box
NCAAB,998,Nc Central,69,Savannah St,46,Final Lines Recap Box
NCAAB,998,No Carolina A&T,85,So Carolina St,92,Final Lines Recap Box
NCAAB,998,Se Louisiana,63,Sam Houston,70,Final Lines Recap Box
NCAAB,998,Texas A&M Cc,91,Lamar,82,Final Lines Recap Box
