Sport,Rotation,Away,AwayScore,Home,HomeScore,Status
NCAAB,709,Richmond (+5),65,Rhode Island (-5),77,Final Lines Recap Box (O/U 144.5)
NCAAB,711,Wisconsin (+7.5),58,Indiana (-7.5),59,Final Lines Recap Box (O/U 144.5)
NCAAB,713,Minnesota (+5.5),77,Penn St (-5.5),86,Final Lines Recap Box (O/U 132)
NCAAB,715,Va Commonwealth (+1),85,St Josephs Pa (-1),82,Final Lines Recap Box
NCAAB,717,Marquette (+10),65,Providence (-10),64,Final Preview Lines Recap Box (O/U 150.5)
NCAAB,719,East Carolina (+12),43,Tulsa (-12),55,Final Lines Recap Box (O/U 142.5)
NCAAB,721,Kent (-1.5),87,Western Michigan (+1.5),84,Final OT Lines Recap Box
NCAAB,723,Akron (-2),75,Buffalo (+2),71,Final Lines Recap Box (O/U 143)
NCAAB,725,South Carolina (-7),81,Auburn (+7),69,Final Preview Lines Recap Box (O/U 157.5)
NCAAB,727,Butler (-9.5),77,Depaul (+9.5),72,Final Preview Lines Recap Box
NCAAB,729,Clemson (+4.5),74,Syracuse (-4.5),73,Final OT Lines Recap Box
NCAAB,731,Temple (+10),55,Connecticut (-10),53,Final Preview Lines Recap Box (O/U 139.5)
NCAAB,733,Kansas St (+5.5),57,Texas (-5.5),60,Final Lines Recap Box
NCAAB,735,Oklahoma St (+9),62,Baylor (-9),79,Final Lines Recap Box (O/U 134)
NCAAB,737,Tulane (+10.5),45,Houston (-10.5),63,Final Lines Recap Box (O/U 141)
NCAAB,739,Nebraska (+13.5),66,Iowa (-13.5),77,Final Preview Lines Recap Box (O/U 141)
NCAAB,741,Kentucky (-3),67,Lsu (+3),85,Final Preview Lines Recap Box (O/U 155.5)
NCAAB,743,Georgetown (+3),66,Creighton (-3),79,Final Lines Recap Box (O/U 152.5)
NCAAB,745,Vanderbilt (-2),85,Arkansas (+2),90,Final OT Lines Recap Box (O/U 152)
NCAAB,747,Boise St (-1.5),76,Utah St (+1.5),61,Final Lines Recap Box (O/U 144.5)
NCAAB,749,Furman (-2),66,Nc Greensboro (+2),67,Final Lines Recap Box
NCAAB,751,Wofford (-3.5),65,Vmi (+3.5),61,Final Lines Recap Box
NCAAB,753,Mercer (+5),62,Tennessee Chat (-5),74,Final Lines Recap Box
NCAAB,755,The Citadel (+10.5),74,Samford (-10.5),94,Final Lines Recap Box
NCAAB,998,Central Arkansas,82,Texas A&M Cc,94,Final Lines Recap Box
NCAAB,998,Mcneese St,73,Houston Baptist,82,Final Lines Recap Box
NCAAB,998,Nicholls St,46,Memphis,82,Final Lines Recap Box
NCAAB,998,No Carolina A&T,68,Usc Upstate,78,Final Lines Recap Box
NCAAB,998,Princeton,83,Norfolk St,74,Final Lines Recap Box
NCAAB,998,Savannah St,61,Florida A&M,58,Final Lines Recap Box
NCAAB,998,Trinity Baptist,45,Jacksonville,84,Final Lines Recap Box
NCAAB,998,Webber,59,Fla Gulf Coast,104,Final Lines Recap Box
