Sport,Rotation,Away,AwayScore,Home,HomeScore,Status
NCAAB,575,Northern Iowa (+3.5),52,Hawaii (-3.5),68,Final Lines Recap Box (O/U 146)
NCAAB,727,Bowling Green (+4.5),62,Cleveland St (-4.5),47,Final Lines Recap Box
NCAAB,729,Illinois (-5),68,Missouri (+5),63,Final Lines Recap Box (O/U 144)
NCAAB,731,Tcu (-10),53,Bradley (+10),49,Final Lines Recap Box
NCAAB,733,Wisc Milwaukee (+4.5),74,Minnesota (-4.5),65,Final Lines Recap Box
NCAAB,735,Wisc Green Bay (+13.5),79,Wisconsin (-13.5),84,Final Lines Recap Box (O/U 146)
NCAAB,737,Loyola Marymnt (+17.5),62,Gonzaga (-17.5),85,Final Lines Recap Box
NCAAB,739,Pepperdine (-2.5),79,Portland (+2.5),87,Final Lines Recap Box (O/U 143)
NCAAB,741,Northridge St (+1.5),63,San Diego (-1.5),81,Final Lines Recap Box
NCAAB,743,Pacific (+1.5),76,San Francisco (-1.5),89,Final Lines Recap Box
NCAAB,745,St Marys Ca (-12),81,Santa Clara (+12),59,Final Lines Recap Box
NCAAB,747,New Mexico (+2),66,Byu (-2),96,Final Lines Recap Box (O/U 159)
NCAAB,749,Auburn (-3.5),51,Harvard (+3.5),69,Final Lines Recap Box (O/U 144)
NCAAB,751,Oklahoma (-6.5),84,Hawaii (+6.5),81,Final Preview Lines Recap Box (O/U 151)
NCAAB,753,Washington St (+5),59,Northern Iowa (-5),63,Final Lines Recap Box (O/U 142.5)
NCAAB,756,Nc Wilmington (-8.5),76,Mo Kansas City (+8.5),56,Final Lines Recap Box
NCAAB,757,Utah Valley St,68,Louisville,98,Final Preview Lines Recap Box
NCAAB,760,Idaho St (-5),76,Texas-Rio Grande Valley (+5),64,Final Lines Recap Box
NCAAB,761,North Dakota St (+6),62,Utah St (-6),76,Final Lines Recap Box
NCAAB,763,Kent (+1),69,Penn St (-1),75,Final Lines Recap Box (O/U 135.5)
NCAAB,765,Smu (-6.5),70,Colorado (+6.5),66,Final Preview Lines Recap Box (O/U 148)
NCAAB,767,Iona (+9),64,Akron (-9),78,Final Lines Recap Box
NCAAB,769,Monmouth (-11),78,Cornell (+11),69,Final Lines Recap Box
NCAAB,771,Morehead St (+7.5),77,Davidson (-7.5),81,Final Lines Recap Box
NCAAB,773,Westrn Carolina (+20.5),73,Pittsburgh (-20.5),79,Final Lines Recap Box
NCAAB,775,Northern Colorado (+15.5),69,Mississippi St (-15.5),93,Final Lines Recap Box (O/U 157.5)
NCAAB,777,New Mexico St (+13),70,Baylor (-13),85,Final Preview Lines Recap Box
NCAAB,779,Bryant (+30),60,Michigan (-30),96,Final Lines Recap Box (O/U 137.5)
NCAAB,781,Lafayette (+23.5),64,Usc (-23.5),100,Final Lines Recap Box (O/U 163)
NCAAB,783,Central Conn (+33.5),52,Connecticut (-33.5),99,Final Lines Recap Box (O/U 142)
NCAAB,998,Colgate,60,Georgia Tech,76,Final Lines Recap Box
NCAAB,998,Fair Dickinson,64,Rutgers,72,Final Lines Recap Box
NCAAB,998,Hampton,75,La Monroe,64,Final Lines Recap Box
NCAAB,998,Indiana-Kokomo,44,Northern Ky,88,Final Lines Recap Box
NCAAB,998,Niagara,56,Albany Ny,65,Final Lines Recap Box
NCAAB,998,Nicholls St,74,Canisius,83,Final Lines Recap Box
NCAAB,998,Rider,71,Morgan St,49,Final Lines Recap Box
NCAAB,998,St Francis Ny,45,St Peters,56,Final Lines Recap Box
NCAAB,998,Umbc,65,Towson St,91,Final Lines Recap Box
