Sport,Rotation,Away,AwayScore,Home,HomeScore,Status
NCAAF,145,Ball St (+5),31,Georgia State (-5),21,Final Lines Recap Box (O/U 55)
NCAAF,147,Army (+15.5),28,Temple (-15.5),13,Final Lines Recap Box (O/U 45.5)
NCAAF,149,Colorado St (+7),7,Colorado (-7),44,Final Lines Recap Box (O/U 57.5)
NCAAF,151,Kansas St (+12.5),13,Stanford (-12.5),26,Final Preview Lines Recap Box (O/U 49)
NCAAF,179,Toledo (+4),31,Arkansas St (-4),10,Final Lines Recap Box (O/U 65)
NCAAF,251,Miss Valley (+39),14,E Michigan (-39),61,Final Lines Recap Box
NCAAF,253,Albany (+21),22,Buffalo (-21),16,Final Lines Recap Box
NCAAF,255,Colgate (+22.5),7,Syracuse (-22.5),33,Final Lines Recap Box
NCAAF,257,Furman (+38),13,Michigan St (-38),28,Final Preview Lines Recap Box
NCAAF,259,Northwestern St (+47.5),7,Baylor (-47.5),55,Final Preview Lines Recap Box
NCAAF,261,Cal Poly Slo (+17.5),27,Nevada (-17.5),30,Final OT Lines Recap Box
NCAAF,998,Lafayette,24,Central Conn,10,Final Lines Recap Box
