Sport,Rotation,Away,AwayScore,Home,HomeScore,Status
NCAAF,133,Indiana (-11),34,Florida Intl (+11),13,Final Lines Recap Box (O/U 64)
NCAAF,135,Charlotte (+38.5),14,Louisville (-38.5),70,Final Preview Lines Recap Box (O/U 58)
NCAAF,137,Tulane (+15),3,Wake Forest (-15),7,Final Lines Recap Box (O/U 42)
NCAAF,139,Rice (+18),14,Western Kentucky (-18),46,Final Lines Recap Box (O/U 65)
NCAAF,141,South Carolina (+5.5),13,Vanderbilt (-5.5),10,Final Lines Recap Box (O/U 40.5)
NCAAF,143,Oregon St (+12.5),23,Minnesota (-12.5),30,Final Lines Recap Box (O/U 56)
NCAAF,189,Appalachian St (+21.5),13,Tennessee (-21.5),20,Final OT Preview Lines Recap Box (O/U 58)
NCAAF,231,Presbyterian (+37.5),3,Central Mich (-37.5),49,Final Lines Recap Box
NCAAF,235,Maine (+27),21,Connecticut (-27),24,Final Lines Recap Box
NCAAF,239,Southern Utah (+28),0,Utah (-28),24,Final Lines Recap Box
NCAAF,241,Weber St (+21.5),6,Utah St (-21.5),45,Final Lines Recap Box
NCAAF,243,South Dakota (+17.5),21,New Mexico (-17.5),48,Final Lines Recap Box
NCAAF,247,Montana St (+14),17,Idaho (-14),20,Final Lines Recap Box
NCAAF,249,Jackson St (+39),13,Nev Las Vegas (-39),63,Final Lines Recap Box
NCAAF,998,Alderson-Broaddus,14,Robert Morris,7,Final Lines Recap Box
NCAAF,998,Delaware St,14,Delaware,56,Final Lines Recap Box
NCAAF,998,Duquesne,10,Youngstown,45,Final Lines Recap Box
NCAAF,998,Houston Baptist,13,Central Arkansas,56,Final Lines Recap Box
NCAAF,998,Mars Hill,7,Samford,77,Final Lines Recap Box
NCAAF,998,No Alabama,12,Jacksonville,31,Final Lines Recap Box
NCAAF,998,North Dakota,9,Stony Brook,13,Final Lines Recap Box
NCAAF,998,Shorter,0,Tennessee Chat,66,Final Lines Recap Box
NCAAF,998,Southwestern College,0,Missouri St,57,Final Lines Recap Box
NCAAF,998,St Anselm,16,Wagner,38,Final Lines Box
NCAAF,998,Tenn Martin,7,Cincinnati,28,Final Lines Recap Box
NCAAF,998,The Citadel,24,Mercer,23,Final Lines Recap Box
NCAAF,998,Western Illinois,38,Eastern Ill,21,Final Lines Recap Box
NCAAF,998,William & Mary,14,No Carolina St,48,Final Lines Recap Box
NCAAF,998,Woffard,21,Tennessee Tech,7,Final Lines Recap Box
