Sport,Rotation,Away,AwayScore,Home,HomeScore,Status
NCAAF,305,Boston College (-16.5),26,Massachusetts (+16.5),7,Final Lines Recap Box (O/U 38)
NCAAF,307,Arkansas (+10.5),41,Tcu (-10.5),38,Final OT Preview Lines Recap Box (O/U 58)
NCAAF,309,Rice (+9),14,Army (-9),31,Final Lines Recap Box (O/U 51)
NCAAF,311,Ohio (+3),37,Kansas (-3),21,Final Lines Recap Box (O/U 61)
NCAAF,313,Central Florida (+35.5),14,Michigan (-35.5),51,Final Preview Lines Recap Box (O/U 54)
NCAAF,315,E Michigan (+23),21,Missouri (-23),61,Final Lines Recap Box (O/U 58.5)
NCAAF,317,Old Dominion (+21),7,Appalachian St (-21),31,Final Lines Recap Box (O/U 54)
NCAAF,319,Penn St (+3),39,Pittsburgh (-3),42,Final Lines Recap Box (O/U 44.5)
NCAAF,321,Cincinnati (-3.5),38,Purdue (+3.5),20,Final Lines Recap Box (O/U 59)
NCAAF,323,Ball St (+16.5),20,Indiana (-16.5),30,Final Lines Recap Box (O/U 62)
NCAAF,325,La Monroe (+46),17,Oklahoma (-46),59,Final Preview Lines Recap Box (O/U 63)
NCAAF,327,Central Mich (+18),30,Oklahoma St (-18),27,Final Preview Lines Recap Box (O/U 60)
NCAAF,329,Akron (+23),10,Wisconsin (-23),54,Final Preview Lines Recap Box (O/U 45)
NCAAF,331,No Carolina St (-6),30,East Carolina (+6),33,Final Lines Recap Box (O/U 59.5)
NCAAF,333,Tulsa (+29),3,Ohio St (-29),48,Final Preview Lines Recap Box (O/U 73)
NCAAF,335,Troy (+34.5),24,Clemson (-34.5),30,Final Preview Lines Recap Box (O/U 62.5)
NCAAF,337,Northern Illinois (+14),17,South Florida (-14),48,Final Lines Recap Box (O/U 56)
NCAAF,339,Wake Forest (+6.5),24,Duke (-6.5),14,Final Lines Recap Box (O/U 45)
NCAAF,341,Connecticut (+5),24,Navy (-5),28,Final Lines Recap Box (O/U 44)
NCAAF,343,Texas El Paso (+31),7,Texas (-31),41,Final Preview Lines Recap Box (O/U 58.5)
NCAAF,345,Arkansas St (+21),14,Auburn (-21),51,Final Lines Recap Box (O/U 51)
NCAAF,347,Georgia State (+22.5),14,Air Force (-22.5),48,Final Lines Recap Box (O/U 52.5)
NCAAF,349,Texas San Antonio (+9),14,Colorado St (-9),23,Final Lines Recap Box (O/U 52)
NCAAF,351,Kentucky (+14),7,Florida (-14),45,Final Lines Recap Box (O/U 49)
NCAAF,353,Nevada (+28),10,Notre Dame (-28),39,Final Preview Lines Recap Box (O/U 62)
NCAAF,355,Idaho (+37),14,Washington (-37),59,Final Preview Lines Recap Box (O/U 61)
NCAAF,357,Western Kentucky (+27.5),10,Alabama (-27.5),38,Final Preview Lines Recap Box (O/U 61)
NCAAF,359,Middle Tenn St (+3),24,Vanderbilt (-3),47,Final Lines Recap Box (O/U 50.5)
NCAAF,361,Virginia (+24),26,Oregon (-24),44,Final Preview Lines Recap Box (O/U 72)
NCAAF,363,South Carolina (+7.5),14,Mississippi St (-7.5),27,Final Lines Recap Box (O/U 48)
NCAAF,365,Fla Atlantic (+25.5),10,Miami Fla (-25.5),38,Final Preview Lines Recap Box (O/U 63)
NCAAF,367,Virginia Tech (+11),24,Tennessee (-11),45,Final Preview Lines Recap Box (O/U 52.5)
NCAAF,369,Smu (+33),13,Baylor (-33),40,Final Preview Lines Recap Box (O/U 73)
NCAAF,371,Iowa St (+15.5),3,Iowa (-15.5),42,Final Preview Lines Recap Box (O/U 50)
NCAAF,373,North Carolina (-7),48,Illinois (+7),23,Final Lines Recap Box (O/U 60)
NCAAF,375,Geo Southern (-13.5),24,South Alabama (+13.5),9,Final Lines Recap Box (O/U 57)
NCAAF,377,Wyoming (+25),17,Nebraska (-25),52,Final Lines Recap Box (O/U 57)
NCAAF,379,Utah St (+16.5),7,Usc (-16.5),45,Final Lines Recap Box (O/U 55.5)
NCAAF,381,New Mexico (-12.5),31,New Mexico St (+12.5),32,Final Lines Recap Box (O/U 61)
NCAAF,383,Byu (+3),19,Utah (-3),20,Final Lines Recap Box (O/U 44)
NCAAF,385,Washington St (+13),28,Boise St (-13),31,Final Lines Recap Box (O/U 74)
NCAAF,387,Nev Las Vegas (+27),21,Ucla (-27),42,Final Lines Recap Box (O/U 57.5)
NCAAF,389,Texas Tech (-1),55,Arizona St (+1),68,Final Lines Recap Box (O/U 79)
NCAAF,391,California (+6),40,San Diego St (-6),45,Final Lines Recap Box (O/U 60)
NCAAF,393,Lamar (+43.5),0,Houston (-43.5),42,Final Preview Lines Recap Box
NCAAF,395,Howard (+42),14,Rutgers (-42),52,Final Lines Recap Box
NCAAF,397,Indiana St (+24),28,Minnesota (-24),58,Final Lines Recap Box
NCAAF,399,Nicholls St (+53.5),24,Georgia (-53.5),26,Final Preview Lines Recap Box
NCAAF,407,Youngstown (+24),21,West Virginia (-24),38,Final Lines Recap Box
NCAAF,409,North Dakota (+17.5),26,Bowling Green (-17.5),27,Final Lines Recap Box
NCAAF,411,Illinois St (+12),9,Northwestern (-12),7,Final Lines Recap Box
NCAAF,413,Eastern Ill (+10.5),21,Miami-Ohio (-10.5),17,Final Lines Recap Box
NCAAF,415,Woffard (+42.5),13,Mississippi (-42.5),38,Final Preview Lines Recap Box
NCAAF,417,Idaho St (+45),7,Colorado (-45),56,Final Lines Recap Box
NCAAF,419,Mcneese St (+4.5),22,La Lafayette (-4.5),30,Final Lines Recap Box
NCAAF,421,Nc Central (+36.5),7,Western Michigan (-36.5),28,Final Lines Recap Box (O/U 57.5)
NCAAF,423,Maine (+31),3,Toledo (-31),45,Final Lines Recap Box
NCAAF,425,Jacksonville (+27.5),13,Lsu (-27.5),34,Final Preview Lines Recap Box
NCAAF,427,Grambling (+43.5),21,Arizona (-43.5),31,Final Lines Recap Box
NCAAF,429,Morgan St (+41.5),0,Marshall (-41.5),62,Final Lines Recap Box
NCAAF,431,Elon (+19),14,Charlotte (-19),47,Final Lines Recap Box
NCAAF,433,No Carolina A&T (+11.5),39,Kent (-11.5),36,Final OT Lines Recap Box (O/U 38.5)
NCAAF,435,Bethune Cookman (+10.5),20,North Texas (-10.5),41,Final Lines Recap Box
NCAAF,437,So Carolina St (+34.5),24,La Tech (-34.5),53,Final Lines Recap Box
