Sport,Rotation,Away,AwayScore,Home,HomeScore,Status
NCAAF,119,E Michigan (+28),20,Toledo (-28),63,Final Preview Lines Recap Box (O/U 61.5)
NCAAF,121,Central Florida (+20),16,Temple (-20),30,Final Lines Recap Box (O/U 42.5)
NCAAF,123,Buffalo (+6),14,Central Mich (-6),51,Final Lines Recap Box (O/U 56)
NCAAF,125,Marshall (-3),33,Fla Atlantic (+3),17,Final Lines Recap Box (O/U 46.5)
NCAAF,127,South Florida (+3),28,Connecticut (-3),20,Final Preview Lines Recap Box (O/U 45)
NCAAF,129,New Mexico St (+30.5),26,Geo Southern (-30.5),56,Final Lines Recap Box (O/U 62)
NCAAF,131,Florida Intl (+10.5),34,Middle Tenn St (-10.5),42,Final Lines Recap Box (O/U 57)
NCAAF,133,Georgia State (+13.5),31,Ball St (-13.5),19,Final Lines Recap Box (O/U 64.5)
NCAAF,135,Boston College (+19),17,Clemson (-19),34,Final Preview Lines Recap Box (O/U 38)
NCAAF,137,Syracuse (+7),38,Virginia (-7),44,Final OT Preview Lines Recap Box (O/U 50.5)
NCAAF,139,Purdue (+23),7,Wisconsin (-23),24,Final Preview Lines Recap Box (O/U 51)
NCAAF,141,Iowa (-1.5),40,Northwestern (+1.5),10,Final Preview Lines Recap Box (O/U 41.5)
NCAAF,143,Wake Forest (+17),14,North Carolina (-17),50,Final Preview Lines Recap Box (O/U 52.5)
NCAAF,145,Texas Tech (-32.5),30,Kansas (+32.5),20,Final Preview Lines Recap Box (O/U 75.5)
NCAAF,147,Nevada (-5),21,Wyoming (+5),28,Final Lines Recap Box (O/U 55)
NCAAF,149,La Tech (+12.5),20,Mississippi St (-12.5),45,Final Preview Lines Recap Box (O/U 60.5)
NCAAF,151,Kent (+7),15,Massachusetts (-7),10,Final Lines Recap Box (O/U 55)
NCAAF,153,Western Michigan (+3.5),49,Ohio (-3.5),14,Final Lines Recap Box (O/U 52)
NCAAF,155,Northern Illinois (-17.5),45,Miami-Ohio (+17.5),12,Final Lines Recap Box (O/U 56.5)
NCAAF,157,Air Force (-3.5),23,Colorado St (+3.5),38,Final Lines Recap Box (O/U 54)
NCAAF,159,Alabama (-3.5),41,Texas A&M (+3.5),23,Final Preview Lines Recap Box (O/U 54.5)
NCAAF,161,Florida (+6),28,Lsu (-6),35,Final Preview Lines Recap Box (O/U 43)
NCAAF,163,Nebraska (PK),48,Minnesota (PK),25,Final Preview Lines Recap Box (O/U 47.5)
NCAAF,165,Missouri (+15),6,Georgia (-15),9,Final Preview Lines Recap Box (O/U 48.5)
NCAAF,167,Oklahoma (-4.5),55,Kansas St (+4.5),0,Final Preview Lines Recap Box (O/U 53)
NCAAF,169,Pittsburgh (+3),31,Georgia Tech (-3),28,Final Preview Lines Recap Box (O/U 48)
NCAAF,171,Virginia Tech (+3),20,Miami Fla (-3),30,Final Preview Lines Recap Box (O/U 52)
NCAAF,173,Michigan St (+7),27,Michigan (-7),23,Final Preview Lines Recap Box (O/U 42)
NCAAF,175,West Virginia (+21),38,Baylor (-21),62,Final Preview Lines Recap Box (O/U 76)
NCAAF,177,Rutgers (+6.5),55,Indiana (-6.5),52,Final Preview Lines Recap Box (O/U 66)
NCAAF,179,Idaho (+10.5),19,Troy (-10.5),16,Final Lines Recap Box (O/U 61.5)
NCAAF,181,Tulsa (+14),17,East Carolina (-14),30,Final Lines Recap Box (O/U 78)
NCAAF,183,Texas San Antonio (+7.5),10,Southern Miss (-7.5),32,Final Lines Recap Box (O/U 57)
NCAAF,185,Appalachian St (-14),59,La Monroe (+14),14,Final Lines Recap Box (O/U 47.5)
NCAAF,187,Charlotte (+4.5),34,Old Dominion (-4.5),37,Final Lines Recap Box (O/U 49)
NCAAF,189,Vanderbilt (+1),10,South Carolina (-1),19,Final Preview Lines Recap Box (O/U 45)
NCAAF,191,Oregon St (+7.5),31,Washington St (-7.5),52,Final Preview Lines Recap Box (O/U 60.5)
NCAAF,193,Arizona St (+4),18,Utah (-4),34,Final Preview Lines Recap Box (O/U 51.5)
NCAAF,195,Arizona (-6),38,Colorado (+6),31,Final Preview Lines Recap Box (O/U 67.5)
NCAAF,197,Akron (+12),10,Bowling Green (-12),59,Final Lines Recap Box (O/U 65.5)
NCAAF,199,Tcu (-20.5),45,Iowa St (+20.5),21,Final Preview Lines Recap Box (O/U 69.5)
NCAAF,201,Louisville (+6.5),21,Florida St (-6.5),41,Final Preview Lines Recap Box (O/U 46)
NCAAF,203,Usc (+5.5),31,Notre Dame (-5.5),41,Final Preview Lines Recap Box (O/U 61.5)
