Sport,Rotation,Away,AwayScore,Home,HomeScore,Status
NCAAF,111,E Michigan (-1.5),37,Charlotte (+1.5),19,Final Lines (O/U 62)
NCAAF,113,Western Michigan (-3),34,Illinois (+3),10,Final Lines Recap Box (O/U 56)
NCAAF,115,East Carolina (+2),15,South Carolina (-2),20,Final Lines Recap Box (O/U 51)
NCAAF,117,Florida St (+1.5),20,Louisville (-1.5),63,Final Preview Lines Recap Box (O/U 65)
NCAAF,119,Temple (+7.5),27,Penn St (-7.5),34,Final Lines Recap Box (O/U 48.5)
NCAAF,121,Maryland (-11),30,Central Florida (+11),24,Final OT Lines (O/U 56)
NCAAF,123,Virginia (+3),10,Connecticut (-3),13,Final Lines Recap Box (O/U 48)
NCAAF,125,Iowa St (+24.5),20,Tcu (-24.5),41,Final Lines Recap Box (O/U 60.5)
NCAAF,127,Colorado (+18),28,Michigan (-18),45,Final Preview Lines Recap Box (O/U 55.5)
NCAAF,129,New Mexico (+7),28,Rutgers (-7),37,Final Lines Recap Box (O/U 56)
NCAAF,131,Middle Tenn St (-6),41,Bowling Green (+6),21,Final Lines Recap Box (O/U 72.5)
NCAAF,133,Florida Intl (-1),13,Massachusetts (+1),21,Final Lines Recap Box (O/U 48)
NCAAF,135,Georgia State (+35.5),17,Wisconsin (-35.5),23,Final Preview Lines Recap Box (O/U 51.5)
NCAAF,137,Nev Las Vegas (+10.5),21,Central Mich (-10.5),44,Final Lines Recap Box (O/U 55)
NCAAF,139,Vanderbilt (+6.5),7,Georgia Tech (-6.5),38,Final Lines Recap Box (O/U 45)
NCAAF,141,Army (-3),66,Texas El Paso (+3),14,Final Lines (O/U 46.5)
NCAAF,143,Fla Atlantic (+24),7,Kansas St (-24),63,Final Lines Recap Box (O/U 49.5)
NCAAF,145,Fresno St (+21),17,Toledo (-21),52,Final Lines Recap Box (O/U 59)
NCAAF,147,Boston College (+6.5),0,Virginia Tech (-6.5),49,Final Lines Recap Box (O/U 40)
NCAAF,149,South Florida (-13.5),45,Syracuse (+13.5),20,Final Lines Recap Box (O/U 74.5)
NCAAF,151,San Diego St (-11.5),42,Northern Illinois (+11.5),28,Final Lines Recap Box (O/U 48)
NCAAF,153,Western Kentucky (-17),31,Miami-Ohio (+17),24,Final Lines Recap Box (O/U 63)
NCAAF,155,North Texas (+33),0,Florida (-33),32,Final Preview Lines (O/U 53)
NCAAF,157,La Tech (+11),45,Texas Tech (-11),59,Final Lines (O/U 82)
NCAAF,159,New Mexico St (+21.5),42,Kentucky (-21.5),62,Final Lines Recap Box (O/U 66)
NCAAF,161,Texas State (+28.5),3,Arkansas (-28.5),42,Final Preview Lines (O/U 61)
NCAAF,163,Ohio (+27),19,Tennessee (-27),28,Final Preview Lines Recap Box (O/U 58)
NCAAF,165,Akron (+17),65,Marshall (-17),38,Final Lines Recap Box (O/U 54.5)
NCAAF,167,Oregon (+3),32,Nebraska (-3),35,Final Preview Lines Recap Box (O/U 73)
NCAAF,169,Ucla (-3.5),17,Byu (+3.5),14,Final Lines (O/U 51.5)
NCAAF,171,Miami Fla (-4),45,Appalachian St (+4),10,Final Preview Lines Recap Box (O/U 51)
NCAAF,173,Pittsburgh (+2.5),38,Oklahoma St (-2.5),45,Final Lines (O/U 57.5)
NCAAF,175,La Monroe (+27),21,Geo Southern (-27),23,Final Lines (O/U 57)
NCAAF,177,Old Dominion (+24.5),22,No Carolina St (-24.5),49,Final Lines (O/U 58)
NCAAF,179,Troy (+9),37,Southern Miss (-9),31,Final Lines (O/U 61.5)
NCAAF,181,South Alabama (+1.5),23,La Lafayette (-1.5),28,Final Lines (O/U 53)
NCAAF,183,Kansas (+20.5),7,Memphis (-20.5),43,Final Lines Recap Box (O/U 60)
NCAAF,185,Michigan St (+7),36,Notre Dame (-7),28,Final Preview Lines (O/U 51)
NCAAF,187,Texas A&M (+1),29,Auburn (-1),16,Final Preview Lines (O/U 55)
NCAAF,189,Duke (+4),13,Northwestern (-4),24,Final Lines (O/U 46)
NCAAF,191,Ohio St (-1),45,Oklahoma (+1),24,Final Preview Lines (O/U 62)
NCAAF,193,Alabama (-10),48,Mississippi (+10),43,Final Preview Lines Recap Box (O/U 53)
NCAAF,195,Georgia (-7),28,Missouri (+7),27,Final Preview Lines (O/U 54)
NCAAF,197,Mississippi St (+13),20,Lsu (-13),23,Final Preview Lines (O/U 47)
NCAAF,199,Navy (-7),21,Tulane (+7),14,Final Lines (O/U 41.5)
NCAAF,201,Hawaii (+23.5),28,Arizona (-23.5),47,Final Lines (O/U 62.5)
