Sport,Rotation,Away,AwayScore,Home,HomeScore,Status
NCAAF,109,Wake Forest (-5.5),17,Army (+5.5),14,Final Preview Lines Recap Box (O/U 49)
NCAAF,111,Temple (-13),25,Massachusetts (+13),23,Final Lines Recap Box (O/U 55)
NCAAF,113,Nev Las Vegas (+35.5),7,Michigan (-35.5),28,Final Preview Lines Recap Box (O/U 48)
NCAAF,115,Ball St (-4),28,E Michigan (+4),17,Final Lines Recap Box (O/U 61)
NCAAF,117,Charlotte (+18),14,Middle Tenn St (-18),73,Final Lines Recap Box (O/U 66)
NCAAF,119,Kent (+24.5),7,Minnesota (-24.5),10,Final Preview Lines Recap Box (O/U 46)
NCAAF,121,Buffalo (+2),33,Fla Atlantic (-2),15,Final Lines Recap Box (O/U 63)
NCAAF,123,Troy (+29.5),3,Wisconsin (-29.5),28,Final Preview Lines Recap Box (O/U 58.5)
NCAAF,125,Illinois (+7),14,North Carolina (-7),48,Final Preview Lines Recap Box (O/U 64)
NCAAF,127,Northern Illinois (+33.5),13,Ohio St (-33.5),20,Final Preview Lines Recap Box (O/U 66.5)
NCAAF,129,No Carolina St (-17),38,Old Dominion (+17),14,Final Preview Lines Recap Box (O/U 57.5)
NCAAF,131,Tulsa (+29),38,Oklahoma (-29),52,Final Preview Lines Recap Box (O/U 71.5)
NCAAF,133,Central Mich (+8),27,Syracuse (-8),30,Final OT Preview Lines Recap Box (O/U 47)
NCAAF,135,Northwestern (+3.5),19,Duke (-3.5),10,Final Preview Lines Recap Box (O/U 50)
NCAAF,137,Nevada (+32),27,Texas A&M (-32),44,Final Preview Lines Recap Box (O/U 65)
NCAAF,139,Georgia State (+42),28,Oregon (-42),61,Final Preview Lines Recap Box (O/U 70.5)
NCAAF,141,Rice (-7),38,North Texas (+7),24,Final Lines Recap Box (O/U 53.5)
NCAAF,143,La Tech (+10),33,Kansas St (-10),39,Final OT Preview Lines Recap Box (O/U 52)
NCAAF,145,South Carolina (+17),20,Georgia (-17),52,Final Preview Lines Recap Box (O/U 53.5)
NCAAF,147,East Carolina (+5),21,Navy (-5),45,Final Preview Lines Recap Box (O/U 57.5)
NCAAF,149,Auburn (+6.5),21,Lsu (-6.5),45,Final Preview Lines Recap Box (O/U 50)
NCAAF,151,Mississippi (+9),43,Alabama (-9),37,Final Preview Lines Recap Box (O/U 52)
NCAAF,153,Virginia Tech (-4.5),51,Purdue (+4.5),24,Final Preview Lines Recap Box (O/U 48)
NCAAF,155,Texas San Antonio (+25.5),14,Oklahoma St (-25.5),69,Final Preview Lines Recap Box (O/U 56.5)
NCAAF,157,Nebraska (+3.5),33,Miami Fla (-3.5),36,Final OT Preview Lines Recap Box (O/U 59.5)
NCAAF,159,Georgia Tech (-1.5),22,Notre Dame (+1.5),30,Final Preview Lines Recap Box (O/U 55.5)
NCAAF,161,Utah St (+7),17,Washington (-7),31,Final Preview Lines Recap Box (O/U 44)
NCAAF,163,Southern Miss (+2),56,Texas State (-2),50,Final Lines Recap Box (O/U 66)
NCAAF,165,Cincinnati (-20.5),37,Miami-Ohio (+20.5),33,Final Lines Recap Box (O/U 59.5)
NCAAF,167,Iowa St (+6.5),23,Toledo (-6.5),30,Final OT Preview Lines Recap Box (O/U 58)
NCAAF,169,Texas Tech (+9.5),35,Arkansas (-9.5),24,Final Preview Lines Recap Box (O/U 69)
NCAAF,171,Memphis (-3.5),44,Bowling Green (+3.5),41,Final Lines Recap Box (O/U 70.5)
NCAAF,173,Colorado (-3),27,Colorado St (+3),24,Final OT Preview Lines Recap Box (O/U 56.5)
NCAAF,175,South Florida (+6),17,Maryland (-6),35,Final Preview Lines Recap Box (O/U 51.5)
NCAAF,177,Connecticut (+21),6,Missouri (-21),9,Final Preview Lines Recap Box (O/U 41)
NCAAF,179,Florida (-4),14,Kentucky (+4),9,Final Preview Lines Recap Box (O/U 51.5)
NCAAF,181,Western Kentucky (+2.5),35,Indiana (-2.5),38,Final Preview Lines Recap Box (O/U 73)
NCAAF,183,California (-5),45,Texas (+5),44,Final Preview Lines Recap Box (O/U 58)
NCAAF,185,San Jose St (+6.5),21,Oregon St (-6.5),35,Final Preview Lines Recap Box (O/U 50)
NCAAF,187,Smu (+37),37,Tcu (-37),56,Final Preview Lines Recap Box (O/U 69)
NCAAF,189,Texas El Paso (-2),50,New Mexico St (+2),47,Final OT Lines Recap Box (O/U 59)
NCAAF,191,Rutgers (+8.5),3,Penn St (-8.5),28,Final Preview Lines Recap Box (O/U 47)
NCAAF,193,South Alabama (+17.5),34,San Diego St (-17.5),27,Final OT Lines Recap Box (O/U 47)
NCAAF,195,Stanford (+9.5),41,Usc (-9.5),31,Final Preview Lines Recap Box (O/U 50)
NCAAF,197,Pittsburgh (+3.5),24,Iowa (-3.5),27,Final Preview Lines Recap Box (O/U 47.5)
NCAAF,199,Air Force (+24.5),21,Michigan St (-24.5),35,Final Preview Lines Recap Box (O/U 54)
NCAAF,201,Wyoming (+25.5),14,Washington St (-25.5),31,Final Preview Lines Recap Box (O/U 66.5)
NCAAF,203,Byu (+16),23,Ucla (-16),24,Final Preview Lines Recap Box (O/U 58.5)
NCAAF,205,Utah (-12),45,Fresno St (+12),24,Final Preview Lines Recap Box (O/U 52.5)
NCAAF,213,Savannah St,9,Akron,52,Final Lines Recap Box
NCAAF,215,Se Louisiana (+14.5),14,Ohio (-14.5),35,Final Lines Recap Box
NCAAF,217,Norfolk St (+40),7,Marshall (-40),45,Final Lines Recap Box
NCAAF,221,Northwestern St (+38.5),13,Mississippi St (-38.5),62,Final Preview Lines Recap Box
NCAAF,223,Austin Peay (+47),7,Vanderbilt (-47),47,Final Preview Lines Recap Box
NCAAF,225,Woffard (PK),38,Idaho (PK),41,Final Lines Recap Box
NCAAF,227,The Citadel (+21.5),13,Geo Southern (-21.5),48,Final Lines Recap Box
NCAAF,229,Furman (+32.5),16,Central Florida (-32.5),15,Final Lines Recap Box
NCAAF,233,Murray St,20,Western Michigan,52,Final Lines Recap Box
NCAAF,235,Missouri St,7,Arkansas St,70,Final Lines Recap Box
NCAAF,237,Westrn Carolina,10,Tennessee,55,Final Preview Lines Recap Box
NCAAF,239,Maine (+10),7,Tulane (-10),38,Final Lines Recap Box
NCAAF,241,Northrn Arizona (+34.5),13,Arizona (-34.5),77,Final Preview Lines Recap Box
NCAAF,998,Alabama A&M,49,Prairie View,53,Final Lines Recap Box
NCAAF,998,Albany,28,James Madison,42,Final Lines Recap Box
NCAAF,998,Bowie St,14,Central Conn,21,Final Lines Recap Box
NCAAF,998,Bryant,20,Brown,16,Final Lines Recap Box
NCAAF,998,Bucknell,19,Cornell,14,Final Lines Recap Box
NCAAF,998,Butler,41,Taylor University,10,Final Lines Recap Box
NCAAF,998,Campbell,13,Presbyterian,23,Final Lines Recap Box
NCAAF,998,Chowan,31,Delaware St,30,Final Lines Recap Box
NCAAF,998,College Of Faith (ar),0,Valparaiso,86,Final Lines Recap Box
NCAAF,998,Columbia,24,Fordham,44,Final Lines Recap Box
NCAAF,998,Dartmouth,31,Georgetown,10,Final Lines Recap Box
NCAAF,998,Delaware,21,Villanova,28,Final Lines Recap Box
NCAAF,998,Drake,0,South Dakota,52,Final Lines Recap Box
NCAAF,998,Duquesne,13,Dayton,24,Final Lines Recap Box
NCAAF,998,Grambling,34,Alabama St,10,Final Lines Recap Box
NCAAF,998,Harvard,41,Rhode Island,10,Final Lines Recap Box
NCAAF,998,Holy Cross,26,Towson St,29,Final Lines Recap Box
NCAAF,998,Houston Baptist,21,Abilene Christian,49,Final Lines Recap Box
NCAAF,998,Illinois St,34,Eastern Ill,31,Final OT Lines Recap Box
NCAAF,998,Jackson St,31,Southern,50,Final Lines Recap Box
NCAAF,998,Kentucky Christian,0,Morehead St,28,Final Lines Recap Box
NCAAF,998,Lamar,49,Sam Houston,46,Final Lines Recap Box
NCAAF,998,Lane,3,Bethune Cookman,7,Final Lines Recap Box
NCAAF,998,Mcneese St,28,Stephen Austin,14,Final Lines Recap Box
NCAAF,998,Mercer,22,Tennessee Tech,29,Final Lines Recap Box
NCAAF,998,Miss Valley,14,Alcorn St,55,Final Lines Recap Box
NCAAF,998,Monmouth,31,Wagner,16,Final Lines Recap Box
NCAAF,998,Montana,21,Liberty,31,Final Lines Recap Box
NCAAF,998,Montana St,50,Eastern Wash,55,Final Lines Recap Box
NCAAF,998,N Hampshire,6,Stony Brook,31,Final Lines Recap Box
NCAAF,998,Nc Central,14,Florida Intl,39,Final Lines Recap Box
NCAAF,998,Nicholls St,10,Incarnate Word,20,Final Lines Recap Box
NCAAF,998,No Carolina A&T,14,Elon,7,Final Lines Recap Box
NCAAF,998,No Colorado,3,Southern Utah,30,Final Lines Recap Box
NCAAF,998,North Dakota,9,No Dakota St,34,Final Lines Recap Box
NCAAF,998,Northern Iowa,34,Cal Poly Slo,20,Final Lines Recap Box
NCAAF,998,Notre Dame College,24,Robert Morris,35,Final Lines Recap Box
NCAAF,998,Pennsylvania,21,Lehigh,42,Final Lines Recap Box
NCAAF,998,Princeton,40,Lafayette,7,Final Lines Recap Box
NCAAF,998,Sacramento State,14,Weber St,32,Final Lines Recap Box
NCAAF,998,Sacred Heart,27,Marist,34,Final Lines Recap Box
NCAAF,998,Se Missouri St,28,Indiana St,29,Final Lines Recap Box
NCAAF,998,Shorter,10,Kennesaw State,18,Final Lines Recap Box
NCAAF,998,St Francis Pa,3,Youngstown,48,Final Lines Recap Box
NCAAF,998,Tennessee Chat,31,Samford,21,Final Lines Recap Box
NCAAF,998,Tennessee St,13,Jacksonville,48,Final Lines Recap Box
NCAAF,998,Texas Southern,24,Ark Pine Bluff,20,Final Lines Recap Box
NCAAF,998,Uc-Davis,27,Hawaii,47,Final Lines Recap Box
NCAAF,998,Virginia Union,9,Gardner Webb,13,Final Lines Recap Box
NCAAF,998,Virginia-Lynchburg,0,Morgan St,61,Final Lines
NCAAF,998,Vmi,10,Richmond,42,Final Lines Recap Box
NCAAF,998,Western Illinois,27,Coastal Carolina,34,Final Lines Recap Box
NCAAF,998,William & Mary,29,Virginia,35,Final Preview Lines Recap Box
NCAAF,998,Yale,29,Colgate,28,Final Lines Recap Box
