Sport,Rotation,Away,AwayScore,Home,HomeScore,Status
NCAAF,123,South Florida (+6.5),17,Navy (-6.5),29,Final Preview Lines Recap Box (O/U 51)
NCAAF,125,Marshall (-16.5),34,Charlotte (+16.5),10,Final Lines Recap Box (O/U 47)
NCAAF,127,Troy (+23.5),41,Appalachian St (-23.5),44,Final OT Lines Recap Box (O/U 55)
NCAAF,129,Massachusetts (+1),10,Ball St (-1),20,Final Lines Recap Box (O/U 66)
NCAAF,131,Rutgers (+19),10,Wisconsin (-19),48,Final Preview Lines Recap Box (O/U 51)
NCAAF,133,Nebraska (-7),45,Purdue (+7),55,Final Preview Lines Recap Box (O/U 54)
NCAAF,135,Clemson (-11.5),56,No Carolina St (+11.5),41,Final Preview Lines Recap Box (O/U 51)
NCAAF,137,Maryland (+17.5),15,Iowa (-17.5),31,Final Preview Lines Recap Box (O/U 50)
NCAAF,139,Mississippi (-7.5),27,Auburn (+7.5),19,Final Preview Lines Recap Box (O/U 56)
NCAAF,141,Georgia State (+17),34,Arkansas St (-17),48,Final Lines Recap Box (O/U 58)
NCAAF,143,Central Mich (-2),14,Akron (+2),6,Final Lines Recap Box (O/U 47.5)
NCAAF,145,Arizona (+6),3,Washington (-6),49,Final Preview Lines Recap Box (O/U 57.5)
NCAAF,147,San Diego St (-3),41,Colorado St (+3),17,Final Lines Recap Box (O/U 51.5)
NCAAF,149,Stanford (-10),30,Washington St (+10),28,Final Preview Lines Recap Box (O/U 59.5)
NCAAF,151,Georgia (-1),3,Florida (+1),27,Final Preview Lines Recap Box (O/U 49)
NCAAF,153,Usc (-4.5),27,California (+4.5),21,Final Preview Lines Recap Box (O/U 68)
NCAAF,155,Notre Dame (-10.5),24,Temple (+10.5),20,Final Preview Lines Recap Box (O/U 50.5)
NCAAF,157,Georgia Tech (-4),21,Virginia (+4),27,Final Preview Lines Recap Box (O/U 51.5)
