Sport,Rotation,Away,AwayScore,Home,HomeScore,Status
NCAAF,311,Oklahoma (-16.5),17,Texas (+16.5),24,Final Preview Lines Recap Box (O/U 59)
NCAAF,313,Minnesota (-3),41,Purdue (+3),13,Final Preview Lines Recap Box (O/U 47)
NCAAF,315,Akron (-8.5),47,E Michigan (+8.5),21,Final Lines Recap Box (O/U 53)
NCAAF,317,Oklahoma St (+5),33,West Virginia (-5),26,Final OT Preview Lines Recap Box (O/U 62)
NCAAF,319,Indiana (+4.5),7,Penn St (-4.5),29,Final Preview Lines Recap Box (O/U 53.5)
NCAAF,321,Duke (-13.5),44,Army (+13.5),3,Final Preview Lines Recap Box (O/U 47)
NCAAF,323,Tulane (+13.5),10,Temple (-13.5),49,Final Lines Recap Box (O/U 44.5)
NCAAF,325,Illinois (+10),20,Iowa (-10),29,Final Preview Lines Recap Box (O/U 47)
NCAAF,327,Maryland (+31),28,Ohio St (-31),49,Final Preview Lines Recap Box (O/U 56)
NCAAF,329,Wake Forest (+9.5),3,Boston College (-9.5),0,Final Preview Lines Recap Box (O/U 36)
NCAAF,331,Miami-Ohio (+14.5),3,Ohio (-14.5),34,Final Lines Recap Box (O/U 50.5)
NCAAF,333,Kent (+15.5),7,Toledo (-15.5),38,Final Preview Lines Recap Box (O/U 46)
NCAAF,335,Ball St (+10.5),41,Northern Illinois (-10.5),59,Final Lines Recap Box (O/U 54.5)
NCAAF,337,Appalachian St (-14),37,Georgia State (+14),3,Final Lines Recap Box (O/U 61.5)
NCAAF,339,Virginia (+8),19,Pittsburgh (-8),26,Final Preview Lines Recap Box (O/U 45)
NCAAF,341,Central Mich (+4.5),39,Western Michigan (-4.5),41,Final Lines Recap Box (O/U 51.5)
NCAAF,343,Arkansas (+15.5),14,Alabama (-15.5),27,Final Preview Lines Recap Box (O/U 47.5)
NCAAF,345,Wyoming (+20.5),17,Air Force (-20.5),31,Final Lines Recap Box (O/U 57)
NCAAF,347,Massachusetts (+12.5),38,Bowling Green (-12.5),62,Final Lines Recap Box (O/U 78)
NCAAF,349,Troy (+30),17,Mississippi St (-30),45,Final Preview Lines Recap Box (O/U 56.5)
NCAAF,351,New Mexico St (+45),3,Mississippi (-45),52,Final Preview Lines Recap Box (O/U 69.5)
NCAAF,353,East Carolina (+10),38,Byu (-10),45,Final Lines Recap Box (O/U 60)
NCAAF,355,Baylor (-46),66,Kansas (+46),7,Final Preview Lines Recap Box (O/U 76)
NCAAF,357,Rice (+3.5),27,Fla Atlantic (-3.5),26,Final Lines Recap Box (O/U 56.5)
NCAAF,359,Washington St (+15.5),45,Oregon (-15.5),38,Final OT Preview Lines Recap Box (O/U 72)
NCAAF,361,Georgia (-2),31,Tennessee (+2),38,Final Preview Lines Recap Box (O/U 60)
NCAAF,363,Middle Tenn St (+7),28,Western Kentucky (-7),58,Final Lines Recap Box (O/U 70.5)
NCAAF,365,La Monroe (+10),24,Tulsa (-10),34,Final Lines Recap Box (O/U 66)
NCAAF,367,Navy (+13.5),24,Notre Dame (-13.5),41,Final Preview Lines Recap Box (O/U 57.5)
NCAAF,369,Colorado (+16.5),23,Arizona St (-16.5),48,Final Preview Lines Recap Box (O/U 57)
NCAAF,371,Miami Fla (+6.5),24,Florida St (-6.5),29,Final Preview Lines Recap Box (O/U 51)
NCAAF,373,Northwestern (+10),0,Michigan (-10),38,Final Preview Lines Recap Box (O/U 37)
NCAAF,375,Georgia Tech (+7),24,Clemson (-7),43,Final Preview Lines Recap Box (O/U 52)
NCAAF,377,Texas State (+4),27,La Lafayette (-4),49,Final Lines Recap Box (O/U 68)
NCAAF,379,California (+8),24,Utah (-8),30,Final Preview Lines Recap Box (O/U 60.5)
NCAAF,381,Connecticut (-1),40,Central Florida (+1),13,Final Preview Lines Recap Box (O/U 38)
NCAAF,383,Texas El Paso (+14),12,Florida Intl (-14),52,Final Lines Recap Box (O/U 45)
NCAAF,385,La Tech (-13),34,Texas San Antonio (+13),31,Final Lines Recap Box (O/U 55)
NCAAF,387,Boise St (-14.5),41,Colorado St (+14.5),10,Final Preview Lines Recap Box (O/U 60)
NCAAF,389,Florida (-6),21,Missouri (+6),3,Final Preview Lines Recap Box (O/U 39.5)
NCAAF,393,Oregon St (+8.5),7,Arizona (-8.5),44,Final Preview Lines Recap Box (O/U 67)
NCAAF,395,Syracuse (-1.5),24,South Florida (+1.5),45,Final Preview Lines Recap Box (O/U 46.5)
NCAAF,397,Tcu (-9),52,Kansas St (+9),45,Final Preview Lines Recap Box (O/U 61.5)
NCAAF,399,Iowa St (+11.5),31,Texas Tech (-11.5),66,Final Preview Lines Recap Box (O/U 72)
NCAAF,401,Michigan St (-13),31,Rutgers (+13),24,Final Preview Lines Recap Box (O/U 56)
NCAAF,403,Wisconsin (-2.5),23,Nebraska (+2.5),21,Final Preview Lines Recap Box (O/U 50.5)
NCAAF,405,New Mexico (+4),17,Nevada (-4),35,Final Lines Recap Box (O/U 54)
NCAAF,407,San Jose St (-3),33,Nev Las Vegas (+3),27,Final OT Lines Recap Box (O/U 50)
NCAAF,409,Utah St (-12),56,Fresno St (+12),14,Final Lines Recap Box (O/U 49)
NCAAF,413,South Carolina (+20.5),24,Lsu (-20.5),45,Final Preview Lines Recap Box (O/U 50)
NCAAF,421,Portland St (-4),66,North Texas (+4),7,Final Lines Recap Box
NCAAF,998,Abilene Christian,28,Lamar,44,Final Lines Recap Box
NCAAF,998,Alabama A&M,14,Grambling,37,Final Lines Recap Box
NCAAF,998,Alderson-Broaddus,18,Duquesne,53,Final Lines Recap Box
NCAAF,998,Austin Peay,18,Murray St,34,Final Lines Recap Box
NCAAF,998,Brown,25,Holy Cross,24,Final Lines Recap Box
NCAAF,998,Bryant,33,Central Conn,35,Final Lines Recap Box
NCAAF,998,Butler,21,Morehead St,34,Final Lines Recap Box
NCAAF,998,Cal Poly Slo,41,Eastern Wash,42,Final OT Lines Recap Box
NCAAF,998,Cal San Diego,12,Dayton,13,Final Lines Recap Box
NCAAF,998,Central Arkansas,43,Houston Baptist,7,Final Lines Recap Box
NCAAF,998,Colgate,20,Princeton,44,Final Lines Recap Box
NCAAF,998,Delaware,0,Rhode Island,20,Final Lines Recap Box
NCAAF,998,Delaware St,7,Hampton,21,Final Lines Recap Box
NCAAF,998,Elon,14,Richmond,27,Final Lines Recap Box
NCAAF,998,Fordham,48,Pennsylvania,45,Final Lines Recap Box
NCAAF,998,Furman,3,Tennessee Chat,31,Final Lines Recap Box
NCAAF,998,Harvard,40,Cornell,3,Final Lines Recap Box
NCAAF,998,Idaho St,37,North Dakota,31,Final Lines Recap Box
NCAAF,998,Illinois St,31,Youngstown,29,Final Lines Recap Box
NCAAF,998,Incarnate Word,7,Sam Houston,59,Final Lines Recap Box
NCAAF,998,Indiana St,7,South Dakota St,24,Final Lines Recap Box
NCAAF,998,James Madison,51,Towson St,30,Final Lines Recap Box
NCAAF,998,Ky Wesleyan,7,Davidson,13,Final OT Lines Recap Box
NCAAF,998,Lafayette,7,Georgetown,38,Final Lines Recap Box
NCAAF,998,Lehigh,21,Bucknell,10,Final Lines Recap Box
NCAAF,998,Liberty,20,Gardner Webb,34,Final Lines Recap Box
NCAAF,998,Maine,39,Albany,7,Final Lines Recap Box
NCAAF,998,Marist,13,Campbell,10,Final Lines Recap Box
NCAAF,998,Mercer,21,Westrn Carolina,24,Final Lines Recap Box
NCAAF,998,Miss Valley,6,Prairie View,45,Final Lines Recap Box
NCAAF,998,Missouri St,26,Southern Ill,73,Final Lines Recap Box
NCAAF,998,Monmouth,7,Char Southern,37,Final Lines Recap Box
NCAAF,998,Nc Central,27,Florida A&M,24,Final Lines Recap Box
NCAAF,998,Nicholls St,24,Stephen Austin,28,Final Lines Recap Box
NCAAF,998,No Carolina A&T,27,Norfolk St,3,Final Lines Recap Box
NCAAF,998,Northern Iowa,28,No Dakota St,31,Final Lines Recap Box
NCAAF,998,Northrn Arizona,24,Uc-Davis,38,Final Lines Recap Box
NCAAF,998,Point University,17,Kennesaw State,56,Final Lines Recap Box
NCAAF,998,Presbyterian,17,Coastal Carolina,24,Final Lines Recap Box
NCAAF,998,Sacramento State,13,Montana St,35,Final Lines Recap Box
NCAAF,998,Sacred Heart,26,Robert Morris,13,Final Lines Recap Box
NCAAF,998,Samford,49,Vmi,13,Final Lines Recap Box
NCAAF,998,Savannah St,3,Morgan St,42,Final Lines Recap Box
NCAAF,998,Se Louisiana,7,Mcneese St,21,Final Lines Recap Box
NCAAF,998,Se Missouri St,28,Eastern Ill,33,Final Lines Recap Box
NCAAF,998,South Dakota,21,Western Illinois,40,Final Lines Recap Box
NCAAF,998,Southern,45,Alabama St,34,Final Lines Recap Box
NCAAF,998,Stetson,14,Jacksonville,41,Final Lines Recap Box
NCAAF,998,Tennessee St,14,Tenn Martin,28,Final Lines Recap Box
NCAAF,998,Valparaiso,7,Drake,34,Final Lines Recap Box
NCAAF,998,Wagner,3,Columbia,26,Final Lines Recap Box
NCAAF,998,Weber St,24,Montana,21,Final OT Lines Recap Box
NCAAF,998,William & Mary,38,Villanova,16,Final Lines Recap Box
NCAAF,998,Woffard,12,The Citadel,39,Final Lines Recap Box
NCAAF,998,Yale,3,Dartmouth,35,Final Lines Recap Box
