Sport,Rotation,Away,AwayScore,Home,HomeScore,Status
NCAAF,133,North Carolina (+1.5),13,South Carolina (-1.5),17,Final Preview Lines Recap Box (O/U 63.5)
NCAAF,135,Florida Intl (+10.5),15,Central Florida (-10.5),14,Final Preview Lines Recap Box (O/U 44.5)
NCAAF,137,Oklahoma St (-21),24,Central Mich (+21),13,Final Preview Lines Recap Box (O/U 57.5)
NCAAF,139,Michigan (+5),17,Utah (-5),24,Final Preview Lines Recap Box (O/U 44.5)
NCAAF,141,Tcu (-16),23,Minnesota (+16),17,Final Preview Lines Recap Box (O/U 57)
NCAAF,143,Duke (-6.5),37,Tulane (+6.5),7,Final Preview Lines Recap Box (O/U 52)
NCAAF,145,Ohio (-6.5),45,Idaho (+6.5),28,Final Lines Recap Box (O/U 57.5)
NCAAF,147,Texas San Antonio (+32.5),32,Arizona (-32.5),42,Final Preview Lines Recap Box (O/U 59)
NCAAF,211,Western Kentucky (-2.5),14,Vanderbilt (+2.5),12,Final Preview Lines Recap Box (O/U 61.5)
NCAAF,301,Elon (+27),3,Wake Forest (-27),41,Final Preview Lines Recap Box
NCAAF,307,Alcorn St (+41),6,Georgia Tech (-41),69,Final Preview Lines Recap Box
NCAAF,309,Villanova (-6),15,Connecticut (+6),20,Final Lines Recap Box
NCAAF,311,Southern Utah (+31.5),9,Utah St (-31.5),12,Final Lines Recap Box
NCAAF,313,Uc-Davis (+24),17,Nevada (-24),31,Final Lines Recap Box
NCAAF,315,N Hampshire (+6.5),13,San Jose St (-6.5),43,Final Lines Recap Box
NCAAF,317,Abilene Christian (+20.5),13,Fresno St (-20.5),34,Final Lines Recap Box
NCAAF,998,Central Arkansas,16,Samford,45,Final Lines Recap Box
NCAAF,998,Eastern Ill,5,Western Illinois,33,Final Lines Recap Box
NCAAF,998,Fort Lewis,14,Montana St,45,Final Lines Recap Box
NCAAF,998,Kennesaw State,56,E Tennessee,16,Final Lines Recap Box
NCAAF,998,Ky Wesleyan,12,Murray St,52,Final Lines Recap Box
NCAAF,998,No Greenville,14,Char Southern,41,Final Lines Recap Box
NCAAF,998,Pikeville College,20,Campbell,41,Final Lines Recap Box
NCAAF,998,Se Louisiana,34,Northwestern St,20,Final Lines Recap Box
NCAAF,998,Valparaiso,10,Eastern Ky,52,Final Lines Recap Box
NCAAF,998,Vmi,36,Ball St,48,Final Lines Recap Box
