Sport,Rotation,Away,AwayScore,Home,HomeScore,Status
NCAAF,117,Pittsburgh (+1),31,Duke (-1),13,Final Preview Lines Recap Box (O/U 49.5)
NCAAF,119,Tulsa (+22.5),38,Cincinnati (-22.5),49,Final Lines Recap Box (O/U 76.5)
NCAAF,121,Texas San Antonio (-3),30,Charlotte (+3),27,Final OT Lines Recap Box (O/U 54.5)
NCAAF,123,Massachusetts (-5.5),28,E Michigan (+5.5),17,Final Lines Recap Box (O/U 69.5)
NCAAF,125,Middle Tenn St (-5),24,Fla Atlantic (+5),17,Final Lines Recap Box (O/U 58.5)
NCAAF,127,Michigan (-12.5),48,Indiana (+12.5),41,Final OT Preview Lines Recap Box (O/U 55.5)
NCAAF,129,Florida Intl (+8.5),0,Marshall (-8.5),52,Final Lines Recap Box (O/U 52.5)
NCAAF,131,Akron (-6),37,Miami-Ohio (+6),28,Final Lines Recap Box (O/U 42.5)
NCAAF,133,Maryland (+14.5),7,Michigan St (-14.5),24,Final Preview Lines Recap Box (O/U 54)
NCAAF,135,Memphis (+4.5),34,Houston (-4.5),35,Final Preview Lines Recap Box (O/U 69.5)
NCAAF,137,Ohio St (-16.5),28,Illinois (+16.5),3,Final Preview Lines Recap Box (O/U 55)
NCAAF,139,Tulane (+3),34,Army (-3),31,Final Preview Lines Recap Box (O/U 42.5)
NCAAF,141,Clemson (-30.5),37,Syracuse (+30.5),27,Final Preview Lines Recap Box (O/U 57)
NCAAF,143,Temple (-2.5),23,South Florida (+2.5),44,Final Preview Lines Recap Box (O/U 44.5)
NCAAF,145,Nebraska (-7.5),31,Rutgers (+7.5),14,Final Preview Lines Recap Box (O/U 64.5)
NCAAF,147,Texas El Paso (+6.5),21,Old Dominion (-6.5),31,Final Lines Recap Box (O/U 56.5)
NCAAF,149,Kansas (+46),17,Tcu (-46),23,Final Preview Lines Recap Box (O/U 70.5)
NCAAF,151,Kansas St (+5),44,Texas Tech (-5),59,Final Preview Lines Recap Box (O/U 68.5)
NCAAF,153,Kentucky (+3),17,Vanderbilt (-3),21,Final Preview Lines Recap Box (O/U 40)
NCAAF,155,Purdue (+14),14,Northwestern (-14),21,Final Preview Lines Recap Box (O/U 49)
NCAAF,157,No Carolina St (+7.5),17,Florida St (-7.5),34,Final Preview Lines Recap Box (O/U 53.5)
NCAAF,159,Utah St (-3),28,Air Force (+3),35,Final Lines Recap Box (O/U 51)
NCAAF,161,Georgia State (+2.5),41,Texas State (-2.5),19,Final Lines Recap Box (O/U 64.5)
NCAAF,163,Arkansas St (-14.5),59,La Monroe (+14.5),21,Final Lines Recap Box (O/U 56)
