Sport,Rotation,Away,AwayScore,Home,HomeScore,Status
NCAAF,307,South Florida (+28.5),14,Florida St (-28.5),34,Final Preview Lines Recap Box (O/U 54)
NCAAF,309,Western Michigan (-5.5),17,Geo Southern (+5.5),43,Final Lines Recap Box (O/U 56)
NCAAF,311,Buffalo (+17),14,Penn St (-17),27,Final Preview Lines Recap Box (O/U 48)
NCAAF,313,Army (+7),17,Connecticut (-7),22,Final Preview Lines Recap Box (O/U 47)
NCAAF,315,East Carolina (+20.5),24,Florida (-20.5),31,Final Preview Lines Recap Box (O/U 53)
NCAAF,317,Houston (+14),34,Louisville (-14),31,Final Preview Lines Recap Box (O/U 56)
NCAAF,319,Fresno St (+31.5),21,Mississippi (-31.5),73,Final Preview Lines Recap Box (O/U 55.5)
NCAAF,321,Temple (+5.5),34,Cincinnati (-5.5),26,Final Lines Recap Box (O/U 56)
NCAAF,323,Lsu (-3.5),21,Mississippi St (+3.5),19,Final Preview Lines Recap Box (O/U 53)
NCAAF,325,Miami-Ohio (+31),0,Wisconsin (-31),58,Final Preview Lines Recap Box (O/U 51.5)
NCAAF,327,Kansas St (-14.5),30,Texas San Antonio (+14.5),3,Final Preview Lines Recap Box (O/U 52)
NCAAF,329,Marshall (-3),10,Ohio (+3),21,Final Lines Recap Box (O/U 59.5)
NCAAF,331,Hawaii (+41),0,Ohio St (-41),38,Final Preview Lines Recap Box (O/U 64.5)
NCAAF,333,Wake Forest (+4),17,Syracuse (-4),30,Final Preview Lines Recap Box (O/U 41)
NCAAF,335,Appalachian St (+17.5),10,Clemson (-17.5),41,Final Preview Lines Recap Box (O/U 55.5)
NCAAF,337,Missouri (-10),27,Arkansas St (+10),20,Final Preview Lines Recap Box (O/U 55)
NCAAF,339,E Michigan (+13),48,Wyoming (-13),29,Final Lines Recap Box (O/U 53)
NCAAF,341,Massachusetts (+13),14,Colorado (-13),48,Final Preview Lines Recap Box (O/U 61)
NCAAF,343,Minnesota (-4),23,Colorado St (+4),20,Final OT Preview Lines Recap Box (O/U 58)
NCAAF,345,Oregon St (+14),7,Michigan (-14),35,Final Preview Lines Recap Box (O/U 45)
