Sport,Rotation,Away,AwayScore,Home,HomeScore,Status
NCAAF,111,North Carolina (+6),38,Georgia Tech (-6),31,Final Preview Lines Recap Box (O/U 63)
NCAAF,113,Army (+24.5),14,Penn St (-24.5),20,Final Preview Lines Recap Box (O/U 44)
NCAAF,115,Bowling Green (-7.5),28,Buffalo (+7.5),22,Final Lines Recap Box (O/U 68.5)
NCAAF,117,Toledo (-5),24,Ball St (+5),10,Final Lines Recap Box (O/U 53.5)
NCAAF,119,Wyoming (+24.5),13,Appalachian St (-24.5),31,Final Lines Recap Box (O/U 52.5)
NCAAF,121,Ohio (-2),14,Akron (+2),12,Final Lines Recap Box (O/U 44.5)
NCAAF,123,Miami-Ohio (+10),14,Kent (-10),20,Final Lines Recap Box (O/U 43.5)
NCAAF,125,Kansas (+19.5),13,Iowa St (-19.5),38,Final Preview Lines Recap Box (O/U 60)
NCAAF,127,Purdue (+21.5),21,Michigan St (-21.5),24,Final Preview Lines Recap Box (O/U 54)
NCAAF,129,Florida Intl (+3),14,Massachusetts (-3),24,Final Lines Recap Box (O/U 56)
NCAAF,131,Minnesota (+4.5),0,Northwestern (-4.5),27,Final Preview Lines Recap Box (O/U 40.5)
NCAAF,133,Louisville (+3),20,No Carolina St (-3),13,Final Preview Lines Recap Box (O/U 46.5)
NCAAF,135,West Virginia (+6),24,Oklahoma (-6),44,Final Preview Lines Recap Box (O/U 59.5)
NCAAF,137,Iowa (+5.5),10,Wisconsin (-5.5),6,Final Preview Lines Recap Box (O/U 45.5)
NCAAF,139,Pittsburgh (+3.5),17,Virginia Tech (-3.5),13,Final Preview Lines Recap Box (O/U 44.5)
NCAAF,141,Mississippi St (+4),17,Texas A&M (-4),30,Final Preview Lines Recap Box (O/U 63)
NCAAF,143,Central Florida (-1.5),31,Tulane (+1.5),45,Final Lines Recap Box (O/U 44)
NCAAF,145,Western Kentucky (-7),49,Rice (+7),10,Final Lines Recap Box (O/U 69.5)
NCAAF,147,Kansas St (+7),34,Oklahoma St (-7),36,Final Preview Lines Recap Box (O/U 49)
NCAAF,149,Houston (-8.5),38,Tulsa (+8.5),24,Final Lines Recap Box (O/U 80)
NCAAF,151,Arizona St (+13),38,Ucla (-13),23,Final Preview Lines Recap Box (O/U 60.5)
NCAAF,153,Arizona (+11),17,Stanford (-11),55,Final Preview Lines Recap Box (O/U 60.5)
NCAAF,155,Texas (+14.5),7,Tcu (-14.5),50,Final Preview Lines Recap Box (O/U 71.5)
NCAAF,157,Air Force (+4),11,Navy (-4),33,Final Preview Lines Recap Box (O/U 49)
NCAAF,159,Alabama (PK),38,Georgia (PK),10,Final Preview Lines Recap Box (O/U 50.5)
NCAAF,161,Mississippi (-6.5),10,Florida (+6.5),38,Final Preview Lines Recap Box (O/U 50.5)
NCAAF,163,Boston College (+5),7,Duke (-5),9,Final Preview Lines Recap Box (O/U 38)
NCAAF,165,Nebraska (-4.5),13,Illinois (+4.5),14,Final Preview Lines Recap Box (O/U 57)
NCAAF,167,Ohio St (-21.5),34,Indiana (+21.5),27,Final Preview Lines Recap Box (O/U 64.5)
NCAAF,169,Northern Illinois (-1),19,Central Mich (+1),29,Final Lines Recap Box (O/U 51.5)
NCAAF,171,Texas Tech (+17),35,Baylor (-17),63,Final Preview Lines Recap Box (O/U 89)
NCAAF,173,Hawaii (+27),0,Boise St (-27),55,Final Lines Recap Box (O/U 56)
NCAAF,175,Oregon (-6.5),41,Colorado (+6.5),24,Final Preview Lines Recap Box (O/U 69)
NCAAF,177,Washington St (+17),28,California (-17),34,Final Preview Lines Recap Box (O/U 73)
NCAAF,179,San Jose St (+21),21,Auburn (-21),35,Final Preview Lines Recap Box (O/U 56.5)
NCAAF,181,Idaho (+22),35,Arkansas St (-22),49,Final Lines Recap Box (O/U 59.5)
NCAAF,183,La Lafayette (+14),14,La Tech (-14),43,Final Lines Recap Box (O/U 58.5)
NCAAF,185,Vanderbilt (+2),17,Middle Tenn St (-2),13,Final Preview Lines Recap Box (O/U 49)
NCAAF,187,South Carolina (+3),10,Missouri (-3),24,Final Preview Lines Recap Box (O/U 41.5)
NCAAF,189,E Michigan (+44.5),22,Lsu (-44.5),44,Final Preview Lines Recap Box (O/U 63)
NCAAF,191,Old Dominion (+17),7,Marshall (-17),27,Final Lines Recap Box (O/U 54)
NCAAF,193,Arkansas (+6.5),24,Tennessee (-6.5),20,Final Preview Lines Recap Box (O/U 53.5)
NCAAF,195,East Carolina (-6),49,Smu (+6),23,Final Lines Recap Box (O/U 65)
NCAAF,197,North Texas (+16.5),14,Southern Miss (-16.5),49,Final Lines Recap Box (O/U 66.5)
NCAAF,199,South Alabama (+6),24,Troy (-6),18,Final Lines Recap Box (O/U 61)
NCAAF,201,Geo Southern (-5.5),51,La Monroe (+5.5),31,Final Lines Recap Box (O/U 47.5)
NCAAF,203,Florida St (-19),24,Wake Forest (+19),16,Final Preview Lines Recap Box (O/U 45.5)
NCAAF,205,Michigan (-14),28,Maryland (+14),0,Final Preview Lines Recap Box (O/U 46)
NCAAF,207,Colorado St (+5.5),18,Utah St (-5.5),33,Final Lines Recap Box (O/U 50)
NCAAF,209,Texas San Antonio (-3.5),25,Texas El Paso (+3.5),6,Final Lines Recap Box (O/U 57.5)
NCAAF,211,Notre Dame (+2.5),22,Clemson (-2.5),24,Final Preview Lines Recap Box (O/U 48.5)
NCAAF,213,New Mexico St (+11),29,New Mexico (-11),38,Final Lines Recap Box (O/U 65.5)
NCAAF,215,Nev Las Vegas (+6),23,Nevada (-6),17,Final Lines Recap Box (O/U 57)
NCAAF,217,Fresno St (+7),7,San Diego St (-7),21,Final Lines Recap Box (O/U 51.5)
NCAAF,231,Eastern Ky (+27.5),27,Kentucky (-27.5),34,Final OT Lines Recap Box
NCAAF,233,Liberty (-2),41,Georgia State (+2),33,Final Lines Recap Box
NCAAF,998,Abilene Christian,14,Central Arkansas,42,Final Lines Recap Box
NCAAF,998,Alabama A&M,0,Coastal Carolina,55,Final Lines Recap Box
NCAAF,998,Albany,0,Holy Cross,37,Final Lines Recap Box
NCAAF,998,Alcorn St,61,Ark Pine Bluff,14,Final Lines Recap Box
NCAAF,998,Bethune Cookman,28,Nc Central,26,Final Lines Recap Box
NCAAF,998,Bryant,24,Monmouth,31,Final Lines Recap Box
NCAAF,998,Bucknell,28,Vmi,22,Final OT Lines Recap Box
NCAAF,998,Central Conn,10,Duquesne,27,Final Lines Recap Box
