Sport,Rotation,Away,AwayScore,Home,HomeScore,Status
NCAAB,513,Louisiana Tech (+9),82,Ohio St (-9),74,Final Lines Recap Box (O/U 147)
NCAAB,515,Akron (-5),63,Wisc Green Bay (+5),66,Final Lines Recap Box
NCAAB,517,Oakland (+1),88,Southern Ill (-1),97,Final Lines Recap Box
NCAAB,519,Valparaiso (-1),63,Oregon St (+1),57,Final Lines Recap Box (O/U 134)
NCAAB,521,Wisc Milwaukee (+1),92,Duquesne (-1),96,Final OT Lines Recap Box
NCAAB,523,Western Kentucky (+4),88,Central Mich (-4),60,Final Lines Recap Box
NCAAB,525,Murray St (+4),59,Pepperdine (-4),55,Final Lines Recap Box
NCAAB,527,Drake (+6.5),58,Weber St (-6.5),74,Final Lines Recap Box
NCAAB,529,St Johns (+20),73,Indiana (-20),83,Final Preview Lines Recap Box (O/U 155.5)
NCAAB,532,Nev Las Vegas (-22),93,Chaminade (+22),73,Final Lines Recap Box
NCAAB,533,Vanderbilt (-11),86,Wake Forest (+11),64,Final Preview Lines Recap Box (O/U 156)
NCAAB,535,Kansas (-9.5),92,Ucla (+9.5),73,Final Preview Lines Recap Box (O/U 162)
NCAAB,537,Lsu (+1),72,No Carolina St (-1),83,Final OT Preview Lines Recap Box (O/U 152)
NCAAB,539,Marquette (+4),78,Arizona St (-4),73,Final OT Lines Recap Box (O/U 149.5)
NCAAB,541,Missouri (+7),62,Northwestern (-7),67,Final Lines Recap Box
NCAAB,543,Kansas St (+10.5),70,North Carolina (-10.5),80,Final Preview Lines Recap Box (O/U 148.5)
NCAAB,545,Tcu (+7.5),60,Rhode Island (-7.5),66,Final Lines Recap Box (O/U 134)
NCAAB,548,Maryland (-13),77,Illinois St (+13),66,Final Preview Lines Recap Box (O/U 139)
NCAAB,550,South Dakota St (-20.5),92,Houston Baptist (+20.5),68,Final Lines Recap Box
NCAAB,551,Rider (-5),52,Cleveland St (+5),57,Final Lines Recap Box
NCAAB,553,South Alabama (-2),78,Indiana Purdue (+2),68,Final Lines Recap Box
NCAAB,555,Belmont (-14.5),80,Kennesaw State (+14.5),55,Final Lines Recap Box
NCAAB,557,Troy St (-1.5),63,Idaho (+1.5),68,Final Lines Recap Box
NCAAB,559,Samford (+4.5),74,North Texas (-4.5),72,Final Lines Recap Box
NCAAB,561,Wofford (+8.5),59,Columbia (-8.5),70,Final Lines Recap Box
NCAAB,563,Iupu Fort Wayne (+3),57,Miami-Ohio (-3),53,Final Lines Recap Box
NCAAB,565,Marshall (+7.5),61,Morehead St (-7.5),85,Final Lines Recap Box
NCAAB,567,St Bonaventure (+2),77,Canisius (-2),73,Final Lines Recap Box
NCAAB,569,Fullerton (+3),80,Southern Utah (-3),66,Final Lines Recap Box
NCAAB,571,Cal Davis (+2.5),79,Sacramento St (-2.5),84,Final Lines Recap Box
NCAAB,573,Radford (+9),86,Penn St (-9),74,Final Lines Recap Box (O/U 134)
NCAAB,575,Army (+8.5),80,Tennessee (-8.5),95,Final Lines Recap Box (O/U 162.5)
NCAAB,577,Boston U (+24.5),62,Kentucky (-24.5),82,Final Preview Lines Recap Box (O/U 148)
NCAAB,761,Creighton,85,Rutgers,75,Final Lines Recap Box
NCAAB,998,Abliene Christian,100,Colorado St,108,Final OT Lines Recap Box
NCAAB,998,Alabama A&M,73,Jacksonville St,69,Final Lines Recap Box
NCAAB,998,Albany Ny,61,South Florida,63,Final Lines Recap Box
NCAAB,998,Alcorn St,65,Portland,97,Final Lines Recap Box
NCAAB,998,Ark Pine Bluff,44,Nebraska,67,Final Lines Recap Box
NCAAB,998,Binghamton,81,Central Conn,75,Final Lines Recap Box
NCAAB,998,Campbell,77,Siu-Edwardsville,74,Final Lines Recap Box
NCAAB,998,Coast Carolina,67,Coll Charleston,61,Final Lines Recap Box
NCAAB,998,Colgate,58,Fordham,84,Final Lines Recap Box
NCAAB,998,Cs-Los Angeles,57,Washington St,74,Final Lines Recap Box
NCAAB,998,Delaware St,55,Cal Riverside,81,Final Lines Recap Box
NCAAB,998,Dillard,65,Southern,79,Final Lines Recap Box
NCAAB,998,E Tennessee St,76,Charleston Sou,77,Final Lines Recap Box
NCAAB,998,Estrn Mennonnite,74,James Madison,106,Final Lines Recap Box
NCAAB,998,Fair Dickinson,72,Delaware,73,Final Lines Recap Box
NCAAB,998,Fairfield,113,Md Eastrn Shore,74,Final Lines Recap Box
NCAAB,998,Florida A&M,54,Texas El Paso,72,Final Lines Recap Box
NCAAB,998,Gardner Webb,65,Geo Washington,94,Final Lines Recap Box
NCAAB,998,Hiwassee College,63,Westrn Carolina,88,Final Lines Recap Box
NCAAB,998,Incarnate Word,63,Oklahoma,96,Final Preview Lines Recap Box
NCAAB,998,Jackson St,82,Tennessee Tech,86,Final OT Lines Recap Box
NCAAB,998,Mount St. Joseph,52,Wright St,66,Final Lines Recap Box
NCAAB,998,Nc Central,59,Quinnipiac,69,Final Lines Recap Box
NCAAB,998,New Hampshire,88,Brown,77,Final Lines Recap Box
NCAAB,998,Niagara,73,Hartford,77,Final Lines Recap Box
NCAAB,998,No Carolina A&T,60,Virginia Tech,90,Final Lines Recap Box
