Sport,Rotation,Away,AwayScore,Home,HomeScore,Status
NCAAB,513,Tennessee (+7),67,Georgia Tech (-7),69,Final Lines Recap Box (O/U 147.5)
NCAAB,515,Wyoming (+5),55,Indiana St (-5),70,Final Lines Recap Box
NCAAB,517,La Lafayette (+11),77,Miami Fla (-11),93,Final Lines Recap Box
NCAAB,519,Buffalo (+10.5),58,Old Dominion (-10.5),77,Final Lines Recap Box
NCAAB,521,Nc Charlotte (+7.5),74,East Carolina (-7.5),88,Final Lines Recap Box
NCAAB,523,James Madison (+11.5),73,West Virginia (-11.5),86,Final Lines Recap Box
NCAAB,525,Elon (+18.5),68,Michigan (-18.5),88,Final Preview Lines Recap Box
NCAAB,527,Virginia (-6.5),68,Geo Washington (+6.5),73,Final Preview Lines Recap Box (O/U 125)
NCAAB,529,Columbia (+4.5),71,Kansas St (-4.5),81,Final Lines Recap Box
NCAAB,531,Geo Southern (+16.5),72,Mississippi (-16.5),82,Final Lines Recap Box
NCAAB,533,Drake (+1),74,Tulane (-1),79,Final OT Lines Recap Box
NCAAB,535,Bradley (+28),60,Arizona (-28),90,Final Preview Lines Recap Box (O/U 134.5)
NCAAB,537,San Diego St (+5),76,Utah (-5),81,Final Preview Lines Recap Box (O/U 132)
NCAAB,539,Rice (+4.5),54,San Francisco (-4.5),80,Final Lines Recap Box
NCAAB,541,Santa Barbara (+16),67,California (-16),85,Final Preview Lines Recap Box (O/U 146.5)
NCAAB,543,Baylor (-2),67,Oregon (+2),74,Final Preview Lines Recap Box (O/U 150)
NCAAB,547,Austin Peay (+30),76,Indiana (-30),102,Final Preview Lines Recap Box (O/U 156.5)
NCAAB,549,Eastern Ill (+7),56,Ball St (-7),73,Final Lines Recap Box
NCAAB,551,George Mason (+7.5),60,Mercer (-7.5),69,Final Lines Recap Box
NCAAB,553,Tennessee St (+6),67,Ohio (-6),75,Final Lines Recap Box
NCAAB,555,Oral Roberts (+13.5),66,South Carolina (-13.5),84,Final Lines Recap Box (O/U 145.5)
NCAAB,557,Eastern Ky (+6),59,Nc Wilmington (-6),78,Final Lines Recap Box
NCAAB,559,Indiana Purdue (+13.5),71,Marquette (-13.5),75,Final OT Lines Recap Box (O/U 138)
NCAAB,561,Morehead St (+11),66,Illinois St (-11),67,Final Lines Recap Box
NCAAB,563,Weber St (+7),68,South Dakota St (-7),85,Final Lines Recap Box
NCAAB,565,Tennessee Tech (+8),70,Air Force (-8),80,Final Lines Recap Box
NCAAB,567,Northrn Arizona (+16.5),81,Boise St (-16.5),101,Final Lines Recap Box
NCAAB,569,Manhattan (+9.5),63,St Marys Ca (-9.5),89,Final Lines Recap Box
NCAAB,571,Montana (-11),61,San Jose St (+11),64,Final Lines Recap Box
NCAAB,573,Belmont (+4.5),74,Arizona St (-4.5),83,Final Lines Recap Box
NCAAB,575,Monmouth (+10.5),90,Usc (-10.5),101,Final Lines Recap Box
NCAAB,577,Kennesaw State (+23.5),69,Lsu (-23.5),91,Final Preview Lines Recap Box
NCAAB,998,Alabama St,70,Ala Birmingham,72,Final Lines Recap Box
NCAAB,998,Albany Ny,64,Boston U,69,Final Lines Recap Box
NCAAB,998,Allen,54,Nc Central,78,Final Lines Recap Box
NCAAB,998,Ark Pine Bluff,72,Oklahoma St,86,Final Lines Recap Box
NCAAB,998,Auburn-Montgomery,79,Samford,94,Final Lines Recap Box
NCAAB,998,Bethune Cookman,86,Tenn Martin,79,Final Lines Recap Box
NCAAB,998,Campbell,57,Savannah St,59,Final Lines Recap Box
NCAAB,998,Central State,65,Detroit Mercy,88,Final Lines Recap Box
NCAAB,998,Chicago St,64,Iowa St,106,Final Preview Lines Recap Box
NCAAB,998,Coll Charleston,72,Navy,58,Final Lines Recap Box
NCAAB,998,Cornell,101,Colgate,98,Final OT Lines Recap Box
NCAAB,998,Dickinson State,85,Idaho St,110,Final Lines Recap Box
NCAAB,998,Fdu-Florham,70,Fair Dickinson,111,Final Lines Recap Box
NCAAB,998,Florida Memorial,51,Florida Intl,67,Final Lines Recap Box
NCAAB,998,Gardner Webb,62,Vanderbilt,98,Final Preview Lines Recap Box
NCAAB,998,Hiram,30,Akron,100,Final Lines Recap Box
NCAAB,998,Hiwassee College,55,Tennessee Chat,94,Final Lines Recap Box
NCAAB,998,Holy Cross,55,Brown,71,Final Lines Recap Box
NCAAB,998,La Roche,65,Longwood,89,Final Lines Recap Box
NCAAB,998,Lamar,72,Fresno St,80,Final Lines Recap Box
NCAAB,998,Lehigh,89,Canisius,98,Final Lines Recap Box
NCAAB,998,Long Island,70,Loyola Md,68,Final Lines Recap Box
NCAAB,998,Lsu-Alexandria,99,Northwestern St,97,Final Lines Recap Box
NCAAB,998,Lyon College,37,Arkansas St,81,Final Lines Recap Box
NCAAB,998,Manchester,53,Iupu Fort Wayne,85,Final Lines Recap Box
NCAAB,998,Molloy,64,Hofstra,96,Final Lines Recap Box
NCAAB,998,Morgan St,61,Towson St,69,Final Lines Recap Box
NCAAB,998,New Mexico-High,45,Nev Las Vegas,107,Final Lines Recap Box
NCAAB,998,New Orleans,75,Duquesne,95,Final Lines Recap Box
NCAAB,998,Njit,60,South Florida,57,Final Lines Recap Box
NCAAB,998,No Carolina A&T,54,Florida,104,Final Lines Recap Box
NCAAB,998,Oakwood,60,Jacksonville St,96,Final Lines Recap Box
NCAAB,998,Pacific Lutheran,60,Portland St,105,Final Lines Recap Box
NCAAB,998,Radford,74,Va Commonwealth,92,Final Lines Recap Box
NCAAB,998,Sacred Heart,77,Yale,99,Final Lines Recap Box
NCAAB,998,San Diego Christian,49,Pepperdine,91,Final Lines Recap Box
NCAAB,998,Schreiner,49,Incarnate Word,73,Final Lines Recap Box
NCAAB,998,Se Louisiana,58,Texas A&M,100,Final Lines Recap Box
NCAAB,998,Southern,76,Mississippi St,72,Final Lines Recap Box
NCAAB,998,Texas College,61,North Texas,110,Final Lines Recap Box
NCAAB,998,Texas Wesleyan,62,Fla Gulf Coast,85,Final Lines Recap Box
NCAAB,998,Texas-Rio Grande Valley,84,North Florida,106,Final Lines Recap Box
NCAAB,998,Texas-Tyler,49,Texas State,84,Final Lines Recap Box
NCAAB,998,Umbc,53,St Johns,75,Final Lines Recap Box
NCAAB,998,Usc Upstate,73,Presbyterian,74,Final Lines Recap Box
NCAAB,998,Voorhees,69,So Carolina St,113,Final Lines Recap Box
