Sport,Rotation,Away,AwayScore,Home,HomeScore,Status
NCAAB,521,Cal Irvine (-5),61,Central Florida (+5),60,Final OT Lines Recap Box
NCAAB,523,Illinois (+7),59,Providence (-7),60,Final Lines Recap Box (O/U 147.5)
NCAAB,525,Richmond (+1.5),91,Wake Forest (-1.5),82,Final Lines Recap Box
NCAAB,527,Toledo (-3),97,Youngstown St (+3),79,Final Lines Recap Box
NCAAB,529,East Michigan (+5.5),81,Oakland (-5.5),91,Final Lines Recap Box
NCAAB,531,Buffalo (+8.5),67,St Josephs Pa (-8.5),89,Final Lines Recap Box
NCAAB,533,Cincinnati (-12.5),83,Bowling Green (+12.5),50,Final Lines Recap Box
NCAAB,535,Kent (+1.5),69,Southern Ill (-1.5),72,Final Lines Recap Box
NCAAB,537,Akron (+6),88,Arkansas (-6),80,Final Lines Recap Box
NCAAB,539,Loyola Chi (+6.5),51,New Mexico (-6.5),75,Final Lines Recap Box
NCAAB,541,Wofford (+23),58,North Carolina (-23),78,Final Preview Lines Recap Box
NCAAB,543,Indiana Purdue (+13),56,No Carolina St (-13),79,Final Lines Recap Box
NCAAB,545,Brown (-3.5),66,Niagara (+3.5),75,Final Lines Recap Box
NCAAB,547,Western Kentucky (+9),85,Belmont (-9),90,Final Lines Recap Box
NCAAB,549,Jacksonville St (+12),62,Virginia Tech (-12),71,Final Lines Recap Box
NCAAB,551,Fairfield (+15.5),72,Northwestern (-15.5),79,Final Lines Recap Box
NCAAB,553,Iupu Fort Wayne (-2.5),80,Austin Peay (+2.5),77,Final Lines Recap Box
NCAAB,555,Southern Utah (+13),64,Nev Las Vegas (-13),84,Final Lines Recap Box
NCAAB,557,Northrn Arizona (+25.5),52,Gonzaga (-25.5),91,Final Preview Lines Recap Box
NCAAB,559,St Louis (-6.5),70,Siu-Edwardsville (+6.5),60,Final Lines Recap Box
NCAAB,561,Kennesaw State (+21),53,Arizona St (-21),91,Final Lines Recap Box
NCAAB,998,Arkansas St,75,Savannah St,76,Final Lines Recap Box
NCAAB,998,Army,96,Fair Dickinson,85,Final Lines Recap Box
NCAAB,998,Belmont Abbey,57,Elon,84,Final Lines Recap Box
NCAAB,998,Binghamton,59,Cornell,76,Final Lines Recap Box
NCAAB,998,Bucknell,81,Robert Morris,76,Final Lines Recap Box
NCAAB,998,Catawba,60,Radford,68,Final Lines Recap Box
NCAAB,998,Centenary,49,Arkansas Lr,95,Final Lines Recap Box
NCAAB,998,Cs-Monterey,62,Cal Poly Slo,71,Final Lines Recap Box
NCAAB,998,Edward Waters,69,North Florida,98,Final Lines Recap Box
NCAAB,998,Emerson,69,Bryant,82,Final Lines Recap Box
NCAAB,998,Fisk,50,Tennessee St,72,Final Lines Recap Box
NCAAB,998,Fresno Pacific,46,Cal Davis,76,Final Lines Recap Box
NCAAB,998,Goldey-Beacom,73,Coppin St,81,Final Lines Recap Box
NCAAB,998,Grace Bible College,67,Coast Carolina,104,Final Lines Recap Box
NCAAB,998,High Point,75,Drexel,66,Final Lines Recap Box
NCAAB,998,Incarnate Word,61,Purdue,96,Final Preview Lines Recap Box
NCAAB,998,Indiana-Kokomo,40,Valparaiso,78,Final Lines Recap Box
NCAAB,998,Indiana-Northwest,64,Chicago St,105,Final Lines Recap Box
NCAAB,998,Johnson & Wales (nc),65,Charleston Sou,97,Final Lines Recap Box
NCAAB,998,Mars Hill,51,Nc Asheville,84,Final Lines Recap Box
NCAAB,998,Mississippi College,69,Se Louisiana,76,Final Lines Recap Box
NCAAB,998,Morgan St,48,Old Dominion,79,Final Lines Recap Box
NCAAB,998,Prairie View,69,Houston,110,Final Lines Recap Box
NCAAB,998,Quinnipiac,70,Vermont,83,Final Lines Recap Box
NCAAB,998,Roanoke,94,No Carolina A&T,87,Final Lines Recap Box
NCAAB,998,Sacred Heart,84,Massachusetts Lowell,87,Final Lines Recap Box
NCAAB,998,San Diego Christian,61,San Diego St,71,Final Lines Recap Box
NCAAB,998,Seattle,70,Eastern Wash,76,Final Lines Recap Box
NCAAB,998,Tennessee Tech,63,New Mexico St,76,Final Lines Recap Box
NCAAB,998,Thomas University,68,Florida A&M,70,Final Lines Recap Box
NCAAB,998,Toccoa Falls,75,Presbyterian,116,Final Lines Recap Box
NCAAB,998,Utah Valley St,62,Denver,75,Final Lines Recap Box
NCAAB,998,Valley City State,49,North Dakota St,69,Final Lines Recap Box
NCAAB,998,Vanguard,52,Northridge St,72,Final Lines Recap Box
